Sample Actions List, Greedy Actions List
[1, 2, 6, 0, 3, 2, 0, 4, 7, 8, 6, 3, 2, 6, 6, 7, 0, 5, 2, 7, 1, 6, 2, 5, 3, 2, 5, 4, 8, 1, 6, 7, 3, 1, 0, 9, 8, 7, 4, 7, 7, 3, 0, 3, 8, 5, 4, 0, 5, 2, 9, 2, 3, 8, 4, 3, 5, 4, 6, 1, 4, 0, 6, 8],[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 8, 8, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 8, 5, 6, 8, 5, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]
