Sample Actions List, Greedy Actions List
[5, 9, 0, 5, 5, 5, 0, 5, 8, 6, 5, 3, 9, 8, 9, 7, 2, 1, 1, 2, 0, 4, 5, 7, 2, 6, 3, 7, 7, 4, 6, 5, 0, 3, 3, 6, 3, 6, 1, 8, 2, 6, 2, 7, 6, 7, 6, 8, 8, 5, 3, 7, 7, 7, 1, 0, 7, 6, 8, 1],[7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
