Episode,SurvivalMonths,Reward
920,55.0,1681.5741
922,62.75,2032.5292
924,64.5,2004.1694
926,64.25,2061.6313
928,64.5,1763.8243
930,59.25,1979.2938
932,63.75,2249.9163
934,67.5,2359.3635
936,63.5,1965.3726
938,55.0,1612.2337
940,61.75,1965.2209
942,64.5,2306.8729
944,62.0,1846.0658
946,59.0,1383.0685
948,63.0,1750.7118
950,67.25,2439.781
952,67.75,2553.7727
954,65.5,2277.4005
956,61.5,2155.6245
958,64.5,1826.1811
960,63.25,2068.4817
962,58.25,1863.3259
964,66.0,2167.5021
966,64.5,2086.8536
968,64.5,2233.8298
970,63.75,2103.5501
972,64.25,2027.171
974,63.5,2190.0758
976,58.25,1767.1583
978,63.5,1939.7771
980,61.75,1693.807
982,63.0,2011.0226
984,64.0,2183.1986
986,65.0,2270.3842
988,63.75,2188.4313
990,60.25,1770.5568
992,66.25,2401.3928
994,63.5,2036.8792
996,62.5,2069.313
998,64.75,1840.5241
1000,65.75,2449.9203
1002,56.25,1930.1607
1004,66.5,2363.5703
1006,63.75,2106.7732
1008,64.75,2286.1032
1010,65.0,2173.8819
1012,64.25,1772.2994
1014,65.25,2128.6059
1016,49.25,1431.3003
1018,62.5,1999.7404
1020,61.75,2106.1683
1022,65.75,2329.6475
1024,65.0,2361.5451
1026,69.25,2496.9947
1028,65.25,2179.2807
1030,65.25,2241.5963
1032,53.25,1771.3037
1034,61.25,1812.1766
1036,64.0,2154.0406
1038,63.0,1997.2533
1040,62.25,1823.4033
1042,63.25,2178.3142
1044,62.75,2069.9836
1046,65.5,2300.3299
1048,63.75,2162.9062
1050,61.0,2090.327
1052,65.5,2029.9537
1054,58.5,1892.1377
1056,65.5,2242.4222
1058,63.5,2149.1206
1060,66.75,2188.9244
1062,64.5,1798.6747
1064,64.75,1733.0425
1066,61.75,1944.6092
1068,65.25,2234.4347
1070,62.5,1960.0954
1072,63.5,2025.2876
1074,66.0,2216.2826
1076,60.25,2046.3028
1078,63.5,2194.0272
1080,61.75,1929.5848
1082,64.5,2141.7934
1084,65.5,1892.958
1086,64.0,2122.0795
1088,63.25,2168.3275
1090,63.0,1599.265
1092,61.75,2011.9048
1094,61.0,2033.8344
1096,64.75,2217.4485
1098,55.5,1739.5995
1100,64.75,2329.6826
1102,59.25,1901.654
1104,66.0,2423.6711
1106,59.75,2106.2452
1108,61.25,2093.7033
1110,64.0,2167.6152
1112,65.25,2071.4992
1114,65.5,1898.4164
1116,60.25,2036.5784
1118,66.75,2460.0138
1120,63.25,2052.4135
1122,60.25,2165.7757
1124,62.75,2020.2449
1126,65.25,2133.698
1128,64.5,1798.1114
1130,65.75,2073.9067
1132,65.0,2209.2132
1134,65.5,2320.2856
1136,67.5,2438.6094
1138,59.75,1870.4948
1140,67.0,2482.451
1142,51.5,1530.2019
1144,62.25,2046.05
1146,65.5,1988.7441
1148,61.25,1699.4186
1150,60.25,1638.2614
1152,64.0,2201.9628
1154,63.0,2028.3319
1156,55.75,1721.5315
1158,64.0,2112.0233
1160,65.75,2420.9368
1162,63.0,2100.9533
1164,65.25,2163.895
1166,64.5,1936.6277
1168,56.0,1765.4793
1170,65.0,2256.1306
1172,63.75,1829.183
1174,65.75,2433.0748
1176,64.25,1827.0407
1178,64.5,2103.3836
1180,62.75,2054.9285
1182,59.75,2017.0272
1184,60.75,2137.8066
1186,63.25,1973.1764
1188,65.0,2232.2022
1190,64.25,2235.0872
1192,64.5,2097.929
1194,63.5,2077.2752
1196,57.75,1941.7116
1198,63.75,2074.9035
1200,65.25,2182.8569
1202,64.0,2152.6768
1204,67.5,2400.2836
1206,56.75,1804.7653
1208,57.75,1812.3244
1210,64.0,2246.1868
1212,64.5,2022.9931
1214,63.75,2056.6318
1216,65.5,2046.9231
1218,67.0,2199.2685
1220,63.5,2148.4219
1222,63.75,2095.2203
1224,63.0,2055.618
1226,62.0,1908.705
1228,66.0,2389.2407
1230,65.5,2257.6243
1232,67.0,2461.8882
1234,64.25,2310.1666
1236,64.25,2141.0486
1238,63.5,1695.4152
1240,60.25,1926.7526
1242,65.75,2251.3314
1244,67.5,2442.6974
1246,64.5,2087.0637
1248,64.5,2307.2098
1250,60.5,1518.1111
1252,65.5,2168.0905
1254,63.5,1856.4841
1256,67.25,2351.0846
1258,64.5,2186.3313
1260,64.25,2073.5812
1262,66.75,2430.6762
1264,62.5,2008.0971
1266,62.5,2177.8402
1268,62.75,2006.5529
1270,64.25,2287.0917
1272,62.75,2115.7106
1274,62.25,1947.7041
1276,62.5,1928.7806
1278,65.75,2005.299
1280,66.75,2416.2548
1282,62.0,1735.3932
1284,61.25,1945.3615
1286,65.5,1983.3148
1288,65.75,2437.3603
1290,66.25,2308.4852
1292,66.75,2513.2151
1294,59.5,2054.427
1296,65.0,2419.9081
1298,66.0,2294.9306
1300,59.75,1939.8667
1302,66.75,2353.2958
1304,67.25,2490.9989
1306,66.75,2428.2692
1308,58.0,1872.4429
1310,64.75,2139.4306
1312,64.5,2032.2275
1314,59.5,1790.8211
1316,63.75,2102.8599
1318,63.5,2286.9297
1320,60.75,2089.854
1322,63.5,1776.4911
1324,61.25,2178.78
1326,67.25,2154.7234
1328,62.0,2040.9771
1330,61.25,1798.8574
1332,67.0,2382.9966
1334,64.5,2215.3506
1336,61.0,2048.4382
1338,54.25,1664.4157
1340,56.75,1694.17
1342,65.25,2231.404
1344,64.25,2151.9755
1346,64.5,2214.5025
1348,62.75,2091.8043
1350,68.0,2306.842
1352,61.75,1967.4649
1354,56.0,1546.0522
1356,64.5,1995.3063
1358,63.5,1858.7539
1360,62.75,1656.7919
1362,64.25,2006.1062
1364,68.0,2589.0808
1366,66.25,2397.8209
1368,61.5,2055.9897
1370,64.5,2069.3888
1372,65.75,2145.7237
1374,64.0,1882.7364
1376,63.5,1970.2246
1378,61.75,2146.57
1380,65.25,2326.5871
1382,60.25,1898.4221
1384,65.5,2312.4765
1386,57.0,1658.7926
1388,61.25,2024.0501
1390,65.25,2359.8518
1392,64.5,1921.879
1394,65.0,2240.7708
1396,65.75,2256.2622
1398,60.25,1804.4577
1400,68.0,2356.0819
1402,61.5,1801.8912
1404,58.5,1721.7644
1406,63.25,2088.974
1408,63.0,1808.0565
1410,65.0,2221.6503
1412,62.0,1577.812
1414,62.75,2109.5472
1416,64.5,2119.8952
1418,62.0,1959.2503
1420,63.75,2122.1891
1422,62.5,2029.3561
1424,66.25,2087.2999
1426,64.5,2297.8123
1428,63.5,2202.3602
1430,67.0,2202.664
1432,64.75,2246.3988
1434,64.5,2110.3907
1436,59.25,1973.0305
1438,63.5,2094.238
1440,59.25,1926.6996
1442,62.5,1930.8469
1444,66.5,2333.5642
1446,66.5,2322.9423
1448,63.5,2149.2624
1450,61.0,1969.5042
1452,59.5,1493.9773
1454,63.5,2266.6704
1456,60.0,1844.1662
1458,64.75,2269.3472
1460,67.25,2554.881
1462,63.0,2086.648
1464,63.25,2023.3757
1466,63.25,2145.1742
1468,63.5,2151.6665
1470,67.5,2347.0549
1472,63.25,2077.6337
1474,65.25,2256.5405
1476,59.0,1701.4599
1478,57.75,1914.9101
1480,57.25,1741.6205
1482,62.75,1992.3521
1484,65.0,2134.4454
1486,66.25,2448.2105
1488,60.25,1977.5272
1490,65.5,2168.5083
1492,63.25,2278.2372
1494,60.75,1950.9117
1496,63.25,1348.4797
1498,63.25,2022.8165
1500,65.25,1999.3312
1502,65.75,2250.5495
1504,63.75,2176.3276
1506,64.0,1982.6939
1508,66.5,1776.156
1510,66.5,2358.5741
1512,63.5,1709.7074
1514,62.75,1753.0343
1516,59.25,1907.8377
1518,55.25,1659.6504
1520,65.75,2327.4094
1522,64.75,2219.1311
1524,65.5,1957.1257
1526,61.75,2167.5429
1528,63.0,2217.5391
1530,58.0,1913.2449
1532,66.25,2220.2517
1534,62.75,2001.0562
1536,62.5,2021.8729
1538,66.0,2186.6037
1540,66.25,2072.6203
1542,64.5,1658.8897
1544,62.25,2105.3978
1546,65.0,1877.431
1548,65.0,2284.3172
1550,63.25,2125.3481
1552,59.5,975.0228
1554,63.5,1924.6361
1556,64.25,2159.6465
1558,62.25,1832.4142
1560,65.5,2347.862
1562,65.5,2272.5425
1564,65.5,2344.8486
1566,61.75,1867.347
1568,65.0,2248.9317
1570,65.75,2397.8758
1572,62.5,2016.4916
1574,69.5,2461.9009
1576,62.0,2011.0829
1578,63.25,1915.8548
1580,68.0,2375.5507
1582,64.75,2141.4035
1584,62.0,1933.2485
1586,65.25,2326.8874
1588,61.25,2091.1353
1590,62.0,2009.4882
1592,65.0,2212.0901
1594,67.25,2380.5875
1596,57.0,1926.0471
1598,66.5,2316.7519
1600,60.0,1641.9494
1602,62.25,1850.0539
1604,65.0,2264.5019
1606,61.75,1551.2487
1608,62.0,1674.8199
1610,61.75,1473.6096
1612,63.75,2119.5
1614,65.0,2172.0386
1616,61.5,1723.0965
1618,65.5,2167.1267
1620,63.25,1814.8664
1622,61.0,1864.4159
1624,60.0,1341.3954
1626,63.75,1901.3622
1628,57.5,1872.074
1630,65.5,2268.2923
1632,62.0,952.1643
1634,64.5,2195.8844
1636,61.5,1848.4725
1638,65.0,2265.4646
1640,63.25,1945.8767
1642,66.5,2431.0162
1644,63.25,2074.3264
1646,64.25,2134.6164
1648,61.0,1729.1115
1650,63.0,1978.3794
1652,59.25,1833.0133
1654,63.25,2174.2498
1656,66.0,2242.578
1658,58.5,1660.7246
1660,64.0,2216.9511
1662,66.25,2319.0748
1664,64.75,1926.3214
1666,64.5,2199.4869
1668,64.5,2119.1399
1670,59.5,2065.8609
1672,61.0,2029.6179
1674,66.0,1892.9328
1676,64.75,2211.3515
1678,64.25,1923.4822
1680,66.0,2119.4674
1682,67.25,2406.2463
1684,67.25,2454.7613
1686,67.75,2435.244
1688,64.25,1977.5017
1690,66.0,2241.9911
1692,58.0,1803.5071
1694,64.0,1679.0819
1696,63.0,2157.9133
1698,65.25,2175.7401
1700,65.0,2145.8743
1702,57.75,1916.0335
1704,65.5,2196.7947
1706,65.5,1919.166
1708,64.25,2074.8022
1710,66.25,1808.6239
1712,65.0,1840.9489
1714,64.75,1992.7554
1716,65.0,2136.3066
1718,65.5,2320.352
1720,65.25,2151.8655
1722,65.0,2368.6549
1724,63.25,1506.3782
1726,65.25,2110.1657
1728,61.0,1727.2277
1730,64.25,2030.9171
1732,63.5,1864.2412
1734,63.75,2262.8677
1736,63.25,2172.434
1738,63.5,2134.5744
1740,63.5,2266.5472
1742,63.25,1596.5217
1744,63.75,2174.7235
1746,51.25,1346.9161
1748,64.5,2259.9022
1750,65.75,2230.8031
1752,64.5,2082.8137
1754,62.5,2122.7896
1756,66.25,2388.0984
1758,63.0,2239.1008
1760,67.5,2390.9085
1762,62.5,2060.2634
1764,58.25,1914.8052
1766,61.0,2164.7305
1768,67.25,2426.613
1770,59.0,1934.9667
1772,54.25,1698.8857
1774,66.5,2369.7979
1776,62.5,1903.8038
1778,63.25,2220.7319
1780,61.5,1948.5421
1782,65.0,2311.0709
1784,64.0,2142.1167
1786,60.0,2100.937
1788,64.0,1305.0046
1790,58.25,1995.1018
1792,55.75,1733.8053
1794,66.75,2161.8641
1796,64.25,2125.2084
1798,64.75,2261.5022
1800,64.75,2432.2539
1802,66.0,2311.7953
1804,66.5,2275.18
1806,66.25,2375.4041
1808,59.0,1626.4624
1810,63.25,1944.3084
1812,62.75,2084.9127
1814,64.25,2203.7146
1816,67.0,2372.9682
1818,66.25,2491.7484
1820,63.5,1973.9263
1822,65.5,1974.3807
1824,60.0,1997.9008
1826,66.25,2400.9263
1828,66.0,2277.4534
1830,65.25,2159.3655
1832,65.25,2408.0911
1834,66.5,2156.1814
1836,64.25,2277.34
1838,66.75,2311.2883
1840,67.0,2384.945
1842,66.5,2437.5977
1844,63.75,2058.9579
1846,64.0,2116.1176
1848,62.0,2129.3466
1850,62.25,1999.5973
1852,61.25,1943.2045
1854,64.25,2098.9456
1856,62.75,2006.617
1858,66.0,2360.9987
1860,65.0,2166.6463
1862,64.5,2274.8811
1864,67.25,2441.4867
1866,65.25,2323.5666
1868,62.25,2134.9992
1870,63.0,2124.326
1872,63.0,2064.7019
1874,67.5,2614.4249
1876,66.0,2273.4434
1878,68.75,2552.0513
1880,65.75,2311.225
1882,62.5,2094.24
1884,65.0,2249.0462
1886,59.75,1901.8041
1888,65.0,2344.0778
1890,66.5,2262.1319
1892,65.75,2375.7413
1894,66.0,2358.6531
1896,64.0,2120.7833
1898,64.5,2044.7608
1900,63.75,2100.2915
1902,65.0,2180.764
1904,65.0,2276.0663
1906,64.75,2224.8163
1908,66.75,2364.6071
1910,65.75,1975.0184
1912,65.25,2317.5021
1914,61.0,2019.3577
1916,65.5,2331.275
1918,66.25,2355.5249
1920,64.75,2182.9604
1922,60.5,1905.5764
1924,64.0,2019.7628
1926,65.0,2004.8507
1928,67.25,2311.397
1930,67.25,2185.6766
1932,63.25,2003.2392
1934,63.0,1941.283
1936,54.0,1615.6717
1938,63.0,2040.1553
1940,63.5,1821.4332
1942,64.25,1467.5232
1944,65.5,2377.3342
1946,64.75,1925.396
1948,61.5,2036.6296
1950,64.75,2178.2491
1952,64.0,2089.3144
1954,56.25,1736.5975
1956,63.0,2106.6189
1958,65.0,2072.1467
1960,66.25,1879.1962
1962,66.0,2336.5655
1964,59.75,1874.3271
1966,60.5,1876.3771
1968,64.5,2185.0768
1970,63.5,1970.3146
1972,64.75,2162.0734
1974,61.0,1836.2093
1976,60.25,1229.7763
1978,63.5,2249.6308
1980,64.25,2172.2436
1982,65.75,1949.9274
1984,59.5,1796.2282
1986,66.0,2453.0088
1988,67.5,2558.3597
1990,65.5,2364.6177
1992,64.25,2247.6552
1994,62.25,2154.4459
1996,65.5,2237.5502
1998,66.25,2356.5336
2000,64.25,2231.7611
2002,67.75,2492.2068
2004,61.5,1964.9227
2006,67.25,2451.8808
2008,65.0,2340.9775
2010,59.75,1650.0402
2012,65.75,2378.0935
2014,63.75,2302.6734
2016,64.0,2281.4931
2018,67.0,2447.2111
2020,59.75,1788.7242
2022,63.25,2284.3814
2024,63.75,2183.1513
2026,64.0,2146.2482
2028,66.75,2522.5601
2030,61.5,2160.0792
2032,63.75,2252.4805
2034,67.5,2501.5267
2036,64.75,2279.5521
2038,62.75,2171.9893
2040,66.0,2298.1964
2042,66.5,2503.942
2044,66.75,2476.3452
2046,64.5,2250.0655
2048,62.5,1999.7655
2050,63.25,2086.3317
2052,64.25,2270.7346
2054,63.5,2101.4949
2056,63.5,2142.9785
2058,56.5,1421.994
2060,64.0,2182.7504
2062,62.5,2125.2901
2064,64.75,2225.7763
2066,66.5,2438.7721
2068,65.75,2390.6143
2070,59.25,1854.0655
2072,66.5,2357.2248
2074,64.0,2238.8457
2076,65.0,2024.9348
2078,66.75,2346.6295
2080,66.25,2502.3529
2082,57.75,1767.3645
2084,64.25,2249.2537
2086,64.75,2179.4016
2088,64.25,2188.2211
2090,64.75,2083.2368
2092,62.25,2079.5127
2094,67.25,2518.9527
2096,65.0,2374.8427
2098,65.25,2373.6437
2100,66.0,2338.2219
2102,66.5,2513.658
2104,65.0,2211.7021
2106,63.75,2287.3654
2108,67.0,2462.0519
2110,59.0,1976.2669
2112,60.5,2031.6568
2114,64.0,1866.7769
2116,64.5,2187.2794
2118,63.0,1851.7415
2120,66.75,2439.1291
2122,64.5,2139.1743
2124,66.5,2479.2724
2126,63.75,2087.7905
2128,66.5,2241.352
2130,62.25,2157.2066
2132,65.5,2306.8041
2134,66.25,2273.9785
2136,67.25,2235.8635
2138,63.25,1990.0089
2140,65.5,2351.5183
2142,62.75,2039.986
2144,60.0,1875.8241
2146,63.5,1950.9852
2148,60.0,1827.6312
2150,59.0,1931.8588
2152,68.75,2353.8417
2154,66.75,2474.3248
2156,52.25,1216.3806
2158,65.5,2311.1209
2160,64.75,2044.9827
2162,64.0,2025.2691
2164,59.25,1880.7605
2166,63.0,2098.5517
2168,59.0,1970.0679
2170,63.75,2192.7258
2172,62.75,2046.9312
2174,63.75,2063.1072
2176,63.25,1857.0221
2178,68.5,2144.0005
2180,63.0,1903.0835
2182,64.75,2202.4217
2184,56.5,1843.393
2186,58.75,1849.2742
2188,64.25,2131.8257
2190,59.0,1765.4219
2192,60.75,1967.9318
2194,64.75,2319.2147
2196,65.5,2364.5528
2198,59.5,2110.4523
2200,63.75,2178.3431
2202,65.5,2311.3262
2204,64.0,1997.3281
2206,65.0,2127.1064
2208,61.25,2134.1334
2210,60.5,2037.6074
2212,58.5,1680.616
2214,64.25,2188.2969
2216,63.5,2113.0584
2218,65.25,2274.0802
2220,64.5,2116.2698
2222,61.25,2098.4008
2224,65.25,2293.0555
2226,61.75,2135.1239
2228,59.75,1814.1459
2230,66.25,2395.4402
2232,61.25,1986.7974
2234,63.0,2141.3664
2236,61.0,2107.6476
2238,63.5,2176.2372
