,0,1
0,100.0,7.5
1,100.0,7.5
2,0.0,0.0
3,150.0,7.5
4,0.0,0.0
5,150.0,7.5
6,0.0,0.0
7,150.0,7.5
8,0.0,0.0
9,150.0,7.5
10,0.0,0.0
11,150.0,7.5
12,0.0,0.0
13,150.0,7.5
14,0.0,0.0
15,150.0,7.5
16,0.0,0.0
17,150.0,7.5
18,0.0,0.0
19,150.0,7.5
20,0.0,0.0
21,150.0,7.5
22,0.0,0.0
23,150.0,7.5
24,0.0,0.0
25,150.0,7.5
26,0.0,0.0
27,0.0,0.0
28,150.0,7.5
29,0.0,0.0
30,0.0,0.0
31,150.0,7.5
32,0.0,0.0
33,0.0,0.0
34,150.0,7.5
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,200.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
