,0,1
0,200.0,0.0
1,0.0,0.0
2,200.0,0.0
3,0.0,0.0
4,200.0,0.0
5,0.0,0.0
6,200.0,0.0
7,0.0,0.0
8,200.0,0.0
9,0.0,0.0
10,200.0,0.0
11,0.0,0.0
12,200.0,0.0
13,0.0,0.0
14,200.0,0.0
15,0.0,0.0
16,200.0,0.0
17,0.0,0.0
18,200.0,0.0
19,0.0,0.0
20,200.0,0.0
21,0.0,0.0
22,200.0,0.0
23,0.0,0.0
24,200.0,0.0
25,0.0,0.0
26,200.0,0.0
27,0.0,0.0
28,200.0,0.0
29,0.0,0.0
30,200.0,0.0
31,0.0,0.0
32,200.0,0.0
33,0.0,0.0
34,200.0,0.0
35,0.0,0.0
36,200.0,0.0
37,0.0,0.0
38,200.0,0.0
39,0.0,0.0
40,200.0,0.0
41,0.0,0.0
42,200.0,0.0
43,0.0,0.0
44,200.0,0.0
45,0.0,0.0
46,200.0,0.0
47,0.0,0.0
48,200.0,0.0
49,0.0,0.0
50,200.0,0.0
51,0.0,0.0
52,200.0,0.0
53,0.0,0.0
54,200.0,0.0
55,0.0,0.0
56,200.0,0.0
57,0.0,0.0
58,200.0,0.0
59,0.0,0.0
60,200.0,0.0
61,0.0,0.0
62,200.0,0.0
63,0.0,0.0
64,200.0,0.0
65,0.0,0.0
66,200.0,0.0
