nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient011
2021-12-09 10:01:15.140322: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  4
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient011/PPO_ActionList_gym_cancer:CancerControl-v0_patient011_log_4.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient011/
save checkpoint format : patient011-m1-0.6-m2-12_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-09 10:01:22
============================================================================================
Updates : 0 		 SurvivalMonths : 58.0 		 Average Reward : -2050.96
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient011/final/patient011-m1-0.6-m2-12_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:06
--------------------------------------------------------------------------------------------
Updates : 2 		 SurvivalMonths : 62.0 		 Average Reward : -19785.6
Updates : 4 		 SurvivalMonths : 60.5 		 Average Reward : -8457.86
Updates : 6 		 SurvivalMonths : 57.0 		 Average Reward : -2274.8
Updates : 8 		 SurvivalMonths : 49.0 		 Average Reward : -1928.96
Updates : 10 		 SurvivalMonths : 56.5 		 Average Reward : -9242.67
Updates : 12 		 SurvivalMonths : 57.5 		 Average Reward : -2597.64
Updates : 14 		 SurvivalMonths : 58.0 		 Average Reward : -2035.9
Updates : 16 		 SurvivalMonths : 52.5 		 Average Reward : -2995.63
Updates : 18 		 SurvivalMonths : 60.5 		 Average Reward : -8213.93
Updates : 20 		 SurvivalMonths : 52.5 		 Average Reward : -3348.16
Updates : 22 		 SurvivalMonths : 57.0 		 Average Reward : -1694.88
Updates : 24 		 SurvivalMonths : 59.0 		 Average Reward : -1177.82
Updates : 26 		 SurvivalMonths : 62.0 		 Average Reward : -6220.15
Updates : 28 		 SurvivalMonths : 13.0 		 Average Reward : 107.22
Updates : 30 		 SurvivalMonths : 33.0 		 Average Reward : -1557.76
Updates : 32 		 SurvivalMonths : 56.5 		 Average Reward : -1040.05
Updates : 34 		 SurvivalMonths : 12.5 		 Average Reward : 94.62
Updates : 36 		 SurvivalMonths : 57.0 		 Average Reward : -1760.93
Updates : 38 		 SurvivalMonths : 57.5 		 Average Reward : -207.4
Updates : 40 		 SurvivalMonths : 34.5 		 Average Reward : -743.36
Updates : 42 		 SurvivalMonths : 35.5 		 Average Reward : -582.05
Updates : 44 		 SurvivalMonths : 59.0 		 Average Reward : -2733.21
Updates : 46 		 SurvivalMonths : 58.0 		 Average Reward : -2531.74
Updates : 48 		 SurvivalMonths : 57.0 		 Average Reward : -672.35
Updates : 50 		 SurvivalMonths : 52.5 		 Average Reward : -3189.13
Updates : 52 		 SurvivalMonths : 53.5 		 Average Reward : -1709.4
Updates : 54 		 SurvivalMonths : 52.5 		 Average Reward : -957.2
Updates : 56 		 SurvivalMonths : 59.0 		 Average Reward : -1897.68
Updates : 58 		 SurvivalMonths : 31.5 		 Average Reward : -1696.93
Updates : 60 		 SurvivalMonths : 49.0 		 Average Reward : -2438.45
Updates : 62 		 SurvivalMonths : 57.0 		 Average Reward : -2345.17
Updates : 64 		 SurvivalMonths : 58.5 		 Average Reward : -1663.12
Updates : 66 		 SurvivalMonths : 56.5 		 Average Reward : -676.68
Updates : 68 		 SurvivalMonths : 51.5 		 Average Reward : -743.24
Updates : 70 		 SurvivalMonths : 54.0 		 Average Reward : -3398.97
Updates : 72 		 SurvivalMonths : 51.5 		 Average Reward : -4334.56
Updates : 74 		 SurvivalMonths : 55.5 		 Average Reward : -2298.74
Updates : 76 		 SurvivalMonths : 51.5 		 Average Reward : -1658.57
Updates : 78 		 SurvivalMonths : 32.5 		 Average Reward : -306.7
Updates : 80 		 SurvivalMonths : 36.0 		 Average Reward : -94.39
Updates : 82 		 SurvivalMonths : 55.5 		 Average Reward : -2896.19
Updates : 84 		 SurvivalMonths : 35.0 		 Average Reward : -195.11
Updates : 86 		 SurvivalMonths : 36.5 		 Average Reward : -934.07
Updates : 88 		 SurvivalMonths : 55.0 		 Average Reward : -617.38
Updates : 90 		 SurvivalMonths : 37.0 		 Average Reward : 368.97
Updates : 92 		 SurvivalMonths : 55.5 		 Average Reward : -2375.25
Updates : 94 		 SurvivalMonths : 51.5 		 Average Reward : -3040.54
Updates : 96 		 SurvivalMonths : 61.5 		 Average Reward : -3422.04
Updates : 98 		 SurvivalMonths : 54.5 		 Average Reward : -1882.98
Updates : 100 		 SurvivalMonths : 53.0 		 Average Reward : -1566.76
Updates : 102 		 SurvivalMonths : 35.5 		 Average Reward : -566.07
Updates : 104 		 SurvivalMonths : 54.5 		 Average Reward : -1923.74
Updates : 106 		 SurvivalMonths : 60.5 		 Average Reward : -1885.73
Updates : 108 		 SurvivalMonths : 35.5 		 Average Reward : -919.46
Updates : 110 		 SurvivalMonths : 32.0 		 Average Reward : -213.09
Updates : 112 		 SurvivalMonths : 55.5 		 Average Reward : -1267.81
Updates : 114 		 SurvivalMonths : 54.5 		 Average Reward : -893.49
Updates : 116 		 SurvivalMonths : 59.5 		 Average Reward : -3889.32
Updates : 118 		 SurvivalMonths : 31.0 		 Average Reward : -618.41
Updates : 120 		 SurvivalMonths : 35.5 		 Average Reward : -509.09
Updates : 122 		 SurvivalMonths : 49.0 		 Average Reward : -1825.29
Updates : 124 		 SurvivalMonths : 61.0 		 Average Reward : -569.38
Updates : 126 		 SurvivalMonths : 12.5 		 Average Reward : 100.64
Updates : 128 		 SurvivalMonths : 12.0 		 Average Reward : 88.04
Updates : 130 		 SurvivalMonths : 57.5 		 Average Reward : -4088.22
Updates : 132 		 SurvivalMonths : 31.0 		 Average Reward : -179.92
Updates : 134 		 SurvivalMonths : 32.5 		 Average Reward : -765.13
Updates : 136 		 SurvivalMonths : 55.5 		 Average Reward : -708.45
Updates : 138 		 SurvivalMonths : 55.5 		 Average Reward : 35.58
Updates : 140 		 SurvivalMonths : 58.0 		 Average Reward : -1449.95
Updates : 142 		 SurvivalMonths : 51.5 		 Average Reward : -917.69
Updates : 144 		 SurvivalMonths : 56.0 		 Average Reward : -3530.93
Updates : 146 		 SurvivalMonths : 33.0 		 Average Reward : 136.38
Updates : 148 		 SurvivalMonths : 39.5 		 Average Reward : -1379.27
Updates : 150 		 SurvivalMonths : 53.5 		 Average Reward : -669.2
Updates : 152 		 SurvivalMonths : 35.5 		 Average Reward : -784.78
Updates : 154 		 SurvivalMonths : 60.0 		 Average Reward : -2628.38
Updates : 156 		 SurvivalMonths : 59.0 		 Average Reward : -241.31
Updates : 158 		 SurvivalMonths : 52.0 		 Average Reward : -594.7
Updates : 160 		 SurvivalMonths : 57.5 		 Average Reward : -344.28
Updates : 162 		 SurvivalMonths : 36.5 		 Average Reward : -1005.41
Updates : 164 		 SurvivalMonths : 56.0 		 Average Reward : -422.44
Updates : 166 		 SurvivalMonths : 56.5 		 Average Reward : -898.69
Updates : 168 		 SurvivalMonths : 59.0 		 Average Reward : -1315.32
Updates : 170 		 SurvivalMonths : 55.0 		 Average Reward : -1002.27
Updates : 172 		 SurvivalMonths : 63.5 		 Average Reward : -1685.36
Updates : 174 		 SurvivalMonths : 54.0 		 Average Reward : -3075.0
Updates : 176 		 SurvivalMonths : 35.5 		 Average Reward : -513.57
Updates : 178 		 SurvivalMonths : 36.5 		 Average Reward : -164.63
Updates : 180 		 SurvivalMonths : 58.5 		 Average Reward : -1111.37
Updates : 182 		 SurvivalMonths : 57.5 		 Average Reward : -380.91
Updates : 184 		 SurvivalMonths : 57.5 		 Average Reward : -2148.03
Updates : 186 		 SurvivalMonths : 57.5 		 Average Reward : -855.58
Updates : 188 		 SurvivalMonths : 55.0 		 Average Reward : -4313.14
Updates : 190 		 SurvivalMonths : 55.5 		 Average Reward : -251.33
Updates : 192 		 SurvivalMonths : 57.0 		 Average Reward : -1082.09
Updates : 194 		 SurvivalMonths : 60.5 		 Average Reward : -2654.19
