nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient061
2021-12-04 17:14:09.363528: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  0
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient061/PPO_ActionList_gym_cancer:CancerControl-v0_patient061_log_0.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient061/
save checkpoint format : patient061_20211204-1714_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-04 17:14:19
============================================================================================
Updates : 0 		 SurvivalMonths : 32.0 		 Average Reward : -17.67
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient061/final/patient061_20211204-1714_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:04
--------------------------------------------------------------------------------------------
Updates : 2 		 SurvivalMonths : 13.5 		 Average Reward : 123.38
Updates : 4 		 SurvivalMonths : 30.5 		 Average Reward : 214.77
Updates : 6 		 SurvivalMonths : 23.5 		 Average Reward : 150.95
Updates : 8 		 SurvivalMonths : 28.5 		 Average Reward : 99.25
Updates : 10 		 SurvivalMonths : 32.5 		 Average Reward : 203.71
Updates : 12 		 SurvivalMonths : 14.0 		 Average Reward : 137.36
Updates : 14 		 SurvivalMonths : 32.0 		 Average Reward : 167.62
Updates : 16 		 SurvivalMonths : 21.0 		 Average Reward : 41.87
Updates : 18 		 SurvivalMonths : 21.0 		 Average Reward : 119.85
Updates : 20 		 SurvivalMonths : 34.0 		 Average Reward : 195.2
Updates : 22 		 SurvivalMonths : 33.0 		 Average Reward : 259.12
Updates : 24 		 SurvivalMonths : 21.0 		 Average Reward : 162.55
Updates : 26 		 SurvivalMonths : 31.5 		 Average Reward : 190.2
Updates : 28 		 SurvivalMonths : 30.5 		 Average Reward : 182.56
Updates : 30 		 SurvivalMonths : 22.0 		 Average Reward : 98.47
Updates : 32 		 SurvivalMonths : 13.0 		 Average Reward : 109.99
Updates : 34 		 SurvivalMonths : 32.0 		 Average Reward : 194.29
Updates : 36 		 SurvivalMonths : 30.5 		 Average Reward : 63.27
Updates : 38 		 SurvivalMonths : 34.0 		 Average Reward : 108.18
Updates : 40 		 SurvivalMonths : 25.5 		 Average Reward : 154.76
Updates : 42 		 SurvivalMonths : 28.0 		 Average Reward : 23.39
Updates : 44 		 SurvivalMonths : 38.5 		 Average Reward : 468.78
Updates : 46 		 SurvivalMonths : 32.0 		 Average Reward : -41.43
Updates : 48 		 SurvivalMonths : 34.5 		 Average Reward : 290.07
Updates : 50 		 SurvivalMonths : 29.5 		 Average Reward : 117.99
Updates : 52 		 SurvivalMonths : 30.0 		 Average Reward : 63.21
Updates : 54 		 SurvivalMonths : 40.5 		 Average Reward : 331.04
Updates : 56 		 SurvivalMonths : 21.5 		 Average Reward : 158.43
Updates : 58 		 SurvivalMonths : 30.0 		 Average Reward : 94.61
Updates : 60 		 SurvivalMonths : 22.0 		 Average Reward : -8.95
Updates : 62 		 SurvivalMonths : 34.0 		 Average Reward : 242.33
Updates : 64 		 SurvivalMonths : 35.5 		 Average Reward : 311.41
