nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient091
2021-12-04 17:14:09.229521: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  0
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient091/PPO_ActionList_gym_cancer:CancerControl-v0_patient091_log_0.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient091/
save checkpoint format : patient091_20211204-1714_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-04 17:14:19
============================================================================================
/home/yitao/PPO-Pytorch/env/gym_cancer/envs/cancercontrol.py:282: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi -drug @ Beta))
Updates : 0 		 SurvivalMonths : 68.5 		 Average Reward : -1792.4
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient091/final/patient091_20211204-1714_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:05
--------------------------------------------------------------------------------------------
/home/yitao/PPO-Pytorch/env/gym_cancer/envs/cancercontrol.py:282: RuntimeWarning: invalid value encountered in power
  dxdt = np.multiply(r * x, (1 - (x @ self.A / self.K) ** phi -drug @ Beta))
Updates : 2 		 SurvivalMonths : 69.5 		 Average Reward : -40693.91
Updates : 4 		 SurvivalMonths : 31.5 		 Average Reward : -31.47
Updates : 6 		 SurvivalMonths : 39.0 		 Average Reward : -544.53
Updates : 8 		 SurvivalMonths : 28.5 		 Average Reward : -45.75
Updates : 10 		 SurvivalMonths : 36.0 		 Average Reward : -822.7
Updates : 12 		 SurvivalMonths : 32.0 		 Average Reward : -224.99
Updates : 14 		 SurvivalMonths : 64.0 		 Average Reward : -3776.53
Updates : 16 		 SurvivalMonths : 39.5 		 Average Reward : -25.4
Updates : 18 		 SurvivalMonths : 40.5 		 Average Reward : -298.65
Updates : 20 		 SurvivalMonths : 29.0 		 Average Reward : -124.25
Updates : 22 		 SurvivalMonths : 35.5 		 Average Reward : -419.32
Updates : 24 		 SurvivalMonths : 35.0 		 Average Reward : -480.11
Updates : 26 		 SurvivalMonths : 82.5 		 Average Reward : -220025.22
Updates : 28 		 SurvivalMonths : 31.5 		 Average Reward : -171.35
Updates : 30 		 SurvivalMonths : 43.0 		 Average Reward : -816.47
Updates : 32 		 SurvivalMonths : 32.5 		 Average Reward : 8.69
Updates : 34 		 SurvivalMonths : 29.5 		 Average Reward : -134.12
Updates : 36 		 SurvivalMonths : 27.5 		 Average Reward : -133.19
Updates : 38 		 SurvivalMonths : 43.5 		 Average Reward : -888.15
Updates : 40 		 SurvivalMonths : 35.5 		 Average Reward : -110.6
Updates : 42 		 SurvivalMonths : 30.0 		 Average Reward : -4.27
Updates : 44 		 SurvivalMonths : 37.0 		 Average Reward : -139.16
Updates : 46 		 SurvivalMonths : 45.0 		 Average Reward : -3133.17
Updates : 48 		 SurvivalMonths : 52.5 		 Average Reward : -13581.06
Updates : 50 		 SurvivalMonths : 40.0 		 Average Reward : -837.24
Updates : 52 		 SurvivalMonths : 38.0 		 Average Reward : -629.79
Updates : 54 		 SurvivalMonths : 41.5 		 Average Reward : -1514.21
Updates : 56 		 SurvivalMonths : 44.5 		 Average Reward : -697.31
Updates : 58 		 SurvivalMonths : 60.0 		 Average Reward : -107234.95
Updates : 60 		 SurvivalMonths : 30.0 		 Average Reward : -178.43
Updates : 62 		 SurvivalMonths : 39.5 		 Average Reward : -443.65
Updates : 64 		 SurvivalMonths : 35.0 		 Average Reward : -142.27
Updates : 66 		 SurvivalMonths : 30.5 		 Average Reward : -68.61
Updates : 68 		 SurvivalMonths : 27.0 		 Average Reward : 13.17
Updates : 70 		 SurvivalMonths : 32.5 		 Average Reward : -120.45
Updates : 72 		 SurvivalMonths : 37.0 		 Average Reward : -86.82
Updates : 74 		 SurvivalMonths : 28.5 		 Average Reward : -166.92
Updates : 76 		 SurvivalMonths : 31.0 		 Average Reward : 52.57
Updates : 78 		 SurvivalMonths : 36.0 		 Average Reward : -142.34
Updates : 80 		 SurvivalMonths : 75.0 		 Average Reward : -1193118.54
Updates : 82 		 SurvivalMonths : 28.5 		 Average Reward : -216.03
Updates : 84 		 SurvivalMonths : 33.5 		 Average Reward : -107.22
Updates : 86 		 SurvivalMonths : 38.0 		 Average Reward : 57.25
Updates : 88 		 SurvivalMonths : 38.0 		 Average Reward : -1289.56
Updates : 90 		 SurvivalMonths : 50.0 		 Average Reward : -661.06
Updates : 92 		 SurvivalMonths : 28.5 		 Average Reward : -216.03
Updates : 94 		 SurvivalMonths : 76.0 		 Average Reward : -812090.84
Updates : 96 		 SurvivalMonths : 29.5 		 Average Reward : -26.92
Updates : 98 		 SurvivalMonths : 59.5 		 Average Reward : -39922.81
Updates : 100 		 SurvivalMonths : 40.0 		 Average Reward : -1066.92
Updates : 102 		 SurvivalMonths : 29.0 		 Average Reward : -237.8
Updates : 104 		 SurvivalMonths : 72.0 		 Average Reward : -527648.9
Updates : 106 		 SurvivalMonths : 38.5 		 Average Reward : -764.74
Updates : 108 		 SurvivalMonths : 32.5 		 Average Reward : -79.85
Updates : 110 		 SurvivalMonths : 31.5 		 Average Reward : -138.82
Updates : 112 		 SurvivalMonths : 57.0 		 Average Reward : -8738.54
Updates : 114 		 SurvivalMonths : 83.0 		 Average Reward : -188541.19
Updates : 116 		 SurvivalMonths : 67.5 		 Average Reward : -14382.35
Updates : 118 		 SurvivalMonths : 48.5 		 Average Reward : -335.67
Updates : 120 		 SurvivalMonths : 46.5 		 Average Reward : -1613.2
