nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient037
2021-12-04 17:14:09.157410: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  0
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient037/PPO_ActionList_gym_cancer:CancerControl-v0_patient037_log_0.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient037/
save checkpoint format : patient037_20211204-1714_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-04 17:14:21
============================================================================================
Updates : 0 		 SurvivalMonths : 122.0 		 Average Reward : -13565418.82
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient037/final/patient037_20211204-1714_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:11
--------------------------------------------------------------------------------------------
Updates : 2 		 SurvivalMonths : 122.0 		 Average Reward : -2310391.3
Updates : 4 		 SurvivalMonths : 122.0 		 Average Reward : -12093536.07
Updates : 6 		 SurvivalMonths : 122.0 		 Average Reward : -2142487.66
Updates : 8 		 SurvivalMonths : 122.0 		 Average Reward : -880458.62
Updates : 10 		 SurvivalMonths : 122.0 		 Average Reward : -1510477.61
Updates : 12 		 SurvivalMonths : 122.0 		 Average Reward : -1336347.95
Updates : 14 		 SurvivalMonths : 122.0 		 Average Reward : -647547.67
Updates : 16 		 SurvivalMonths : 122.0 		 Average Reward : 7422.98
Updates : 18 		 SurvivalMonths : 122.0 		 Average Reward : -593610.14
Updates : 20 		 SurvivalMonths : 122.0 		 Average Reward : -1401340.31
Updates : 22 		 SurvivalMonths : 122.0 		 Average Reward : 7422.98
Updates : 24 		 SurvivalMonths : 122.0 		 Average Reward : -929970.48
Updates : 26 		 SurvivalMonths : 122.0 		 Average Reward : -2026571.77
Updates : 28 		 SurvivalMonths : 122.0 		 Average Reward : -963081.28
Updates : 30 		 SurvivalMonths : 122.0 		 Average Reward : -4157067.49
Updates : 32 		 SurvivalMonths : 122.0 		 Average Reward : -1034973.29
