nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient004
2021-12-03 20:27:49.726941: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  2
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient004/PPO_ActionList_gym_cancer:CancerControl-v0_patient004_log_2.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient004/
save checkpoint format : patient004_20211203-2027_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-03 20:27:57
============================================================================================
Updates : 0 		 SurvivalMonths : 41.5 		 Average Reward : -234.19
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient004/final/patient004_20211203-2027_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:04
--------------------------------------------------------------------------------------------
Updates : 2 		 SurvivalMonths : 38.5 		 Average Reward : -215.11
Updates : 4 		 SurvivalMonths : 34.0 		 Average Reward : -132.24
Updates : 6 		 SurvivalMonths : 39.0 		 Average Reward : -228.11
Updates : 8 		 SurvivalMonths : 38.0 		 Average Reward : -544.64
Updates : 10 		 SurvivalMonths : 38.5 		 Average Reward : -236.15
Updates : 12 		 SurvivalMonths : 36.0 		 Average Reward : -18.22
Updates : 14 		 SurvivalMonths : 43.0 		 Average Reward : 68.81
Updates : 16 		 SurvivalMonths : 36.5 		 Average Reward : -393.57
Updates : 18 		 SurvivalMonths : 31.5 		 Average Reward : -90.46
Updates : 20 		 SurvivalMonths : 37.5 		 Average Reward : 11.09
Updates : 22 		 SurvivalMonths : 37.5 		 Average Reward : 92.98
Updates : 24 		 SurvivalMonths : 47.5 		 Average Reward : 251.98
Updates : 26 		 SurvivalMonths : 35.0 		 Average Reward : -254.54
Updates : 28 		 SurvivalMonths : 122.0 		 Average Reward : -41907.48
Updates : 30 		 SurvivalMonths : 41.0 		 Average Reward : -413.65
Updates : 32 		 SurvivalMonths : 38.0 		 Average Reward : 80.23
Updates : 34 		 SurvivalMonths : 81.0 		 Average Reward : 2263.6
