nohup: ignoring input
============================================================================================
Remove CancerControl-v0 from registry
============================================================================================
Device set to : NVIDIA GeForce RTX 3090
============================================================================================
training environment name : gym_cancer:CancerControl-v0--patient006
2021-12-03 20:27:49.685043: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
current logging run number for gym_cancer:CancerControl-v0 :  5
Actions are logged at : PPO_logs/gym_cancer:CancerControl-v0//patient006/PPO_ActionList_gym_cancer:CancerControl-v0_patient006_log_5.csv
save checkpoint path : PPO_preTrained/gym_cancer:CancerControl-v0/patient006/
save checkpoint format : patient006_20211203-2027_PPO_gym_cancer:CancerControl-v0_0_0.pth
--------------------------------------------------------------------------------------------
num of envs : 2
max training updating times :  100000
max timesteps per episode :  120
model saving frequency : 500 episodes
log frequency : 2 episodes
printing average reward over episodes in last : 2 episodes
--------------------------------------------------------------------------------------------
state space dimension :  7
action space dimension :  10
--------------------------------------------------------------------------------------------
Initializing a discrete action space policy
--------------------------------------------------------------------------------------------
The initial explore rate : 0.8 and initial exploit rate is : 1- 0.8
PPO update frequency : 2 episodes
PPO K epochs :  4
PPO epsilon clip :  0.2
discount factor (gamma) :  0.99
--------------------------------------------------------------------------------------------
decaying optimizer with step size :  500  decay ratio :  0.5
optimizer learning rate actor :  3e-05
optimizer learning rate critic :  0.0001
============================================================================================
Started training at (GMT) :  2021-12-03 20:27:57
============================================================================================
Updates : 0 		 SurvivalMonths : 122.0 		 Average Reward : -5228685.7
--------------------------------------------------------------------------------------------
saving model at : PPO_preTrained/gym_cancer:CancerControl-v0/patient006/final/patient006_20211203-2027_PPO_gym_cancer:CancerControl-v0_0_0.pth
model saved
Elapsed Time  :  0:00:10
--------------------------------------------------------------------------------------------
Updates : 2 		 SurvivalMonths : 122.0 		 Average Reward : -5296735.66
Updates : 4 		 SurvivalMonths : 122.0 		 Average Reward : -17547551.1
Updates : 6 		 SurvivalMonths : 122.0 		 Average Reward : -3193204.42
Updates : 8 		 SurvivalMonths : 122.0 		 Average Reward : -20299639.24
Updates : 10 		 SurvivalMonths : 122.0 		 Average Reward : -19791304.1
Updates : 12 		 SurvivalMonths : 122.0 		 Average Reward : -5868509.15
Updates : 14 		 SurvivalMonths : 122.0 		 Average Reward : -4748955.25
Updates : 16 		 SurvivalMonths : 122.0 		 Average Reward : -3907004.02
Updates : 18 		 SurvivalMonths : 122.0 		 Average Reward : -5544677.12
Updates : 20 		 SurvivalMonths : 122.0 		 Average Reward : -15388921.44
Updates : 22 		 SurvivalMonths : 122.0 		 Average Reward : -2153352.84
Updates : 24 		 SurvivalMonths : 122.0 		 Average Reward : -14442477.79
Updates : 26 		 SurvivalMonths : 122.0 		 Average Reward : -13977829.65
Updates : 28 		 SurvivalMonths : 122.0 		 Average Reward : -14221413.25
Updates : 30 		 SurvivalMonths : 122.0 		 Average Reward : -1104765.86
Updates : 32 		 SurvivalMonths : 122.0 		 Average Reward : -3108685.8
Updates : 34 		 SurvivalMonths : 122.0 		 Average Reward : -4534174.83
Updates : 36 		 SurvivalMonths : 122.0 		 Average Reward : -1964914.15
Updates : 38 		 SurvivalMonths : 122.0 		 Average Reward : -5130624.16
Updates : 40 		 SurvivalMonths : 122.0 		 Average Reward : -4120366.02
Updates : 42 		 SurvivalMonths : 122.0 		 Average Reward : -3071772.86
Updates : 44 		 SurvivalMonths : 122.0 		 Average Reward : -684626.28
Updates : 46 		 SurvivalMonths : 122.0 		 Average Reward : -2517377.76
Updates : 48 		 SurvivalMonths : 122.0 		 Average Reward : -4241577.97
Updates : 50 		 SurvivalMonths : 122.0 		 Average Reward : -14377678.82
Updates : 52 		 SurvivalMonths : 122.0 		 Average Reward : -2082756.18
Updates : 54 		 SurvivalMonths : 122.0 		 Average Reward : -14809670.67
Updates : 56 		 SurvivalMonths : 122.0 		 Average Reward : -2103856.46
Updates : 58 		 SurvivalMonths : 122.0 		 Average Reward : -1418967.63
Updates : 60 		 SurvivalMonths : 122.0 		 Average Reward : -15450060.83
Updates : 62 		 SurvivalMonths : 122.0 		 Average Reward : -2124857.04
Updates : 64 		 SurvivalMonths : 122.0 		 Average Reward : -17930756.08
Updates : 66 		 SurvivalMonths : 122.0 		 Average Reward : -21543717.44
Updates : 68 		 SurvivalMonths : 122.0 		 Average Reward : -2828867.28
Updates : 70 		 SurvivalMonths : 122.0 		 Average Reward : -4154461.35
Updates : 72 		 SurvivalMonths : 122.0 		 Average Reward : -13106280.07
Updates : 74 		 SurvivalMonths : 122.0 		 Average Reward : -511567.04
Updates : 76 		 SurvivalMonths : 122.0 		 Average Reward : -2398048.91
Updates : 78 		 SurvivalMonths : 122.0 		 Average Reward : -6030584.58
Updates : 80 		 SurvivalMonths : 122.0 		 Average Reward : -28368739.89
Updates : 82 		 SurvivalMonths : 122.0 		 Average Reward : -23490556.53
Updates : 84 		 SurvivalMonths : 122.0 		 Average Reward : -3204856.24
Updates : 86 		 SurvivalMonths : 122.0 		 Average Reward : -1954665.34
Updates : 88 		 SurvivalMonths : 122.0 		 Average Reward : -3682099.08
Updates : 90 		 SurvivalMonths : 122.0 		 Average Reward : -845309.69
Updates : 92 		 SurvivalMonths : 122.0 		 Average Reward : -3185632.19
Updates : 94 		 SurvivalMonths : 122.0 		 Average Reward : -2705504.92
Updates : 96 		 SurvivalMonths : 122.0 		 Average Reward : -706370.7
Updates : 98 		 SurvivalMonths : 122.0 		 Average Reward : -1506610.69
Updates : 100 		 SurvivalMonths : 122.0 		 Average Reward : -2834711.93
Updates : 102 		 SurvivalMonths : 122.0 		 Average Reward : -1267311.94
Updates : 104 		 SurvivalMonths : 122.0 		 Average Reward : -686631.49
Updates : 106 		 SurvivalMonths : 122.0 		 Average Reward : -1122459.31
Updates : 108 		 SurvivalMonths : 122.0 		 Average Reward : -1245887.76
Updates : 110 		 SurvivalMonths : 122.0 		 Average Reward : -819135.96
Updates : 112 		 SurvivalMonths : 122.0 		 Average Reward : -1765913.71
Updates : 114 		 SurvivalMonths : 122.0 		 Average Reward : -1149320.68
