Wall time,Step,Value
1639467903.1096318,0,546.37841796875
1639467991.4700067,50,1508.98486328125
1639468079.3736317,100,936.7208251953125
1639468165.2437463,150,1405.62548828125
1639468253.7726645,200,1650.761962890625
1639468341.8991408,250,1056.084228515625
1639468424.437182,300,823.3323974609375
1639468507.2686818,350,1202.5404052734375
1639468588.075436,400,668.1853637695312
1639468667.4789963,450,801.6539306640625
1639468744.729336,500,798.0488891601562
1639468819.8421118,550,749.1838989257812
1639468893.3800223,600,810.7015380859375
1639468966.97074,650,755.5069580078125
1639469043.4377382,700,725.2271728515625
1639469115.2183545,750,794.3131103515625
1639469188.0306187,800,643.10986328125
1639469259.3671732,850,740.8942260742188
1639469333.5355136,900,764.7937622070312
1639469409.1796227,950,877.0263671875
1639469484.2035003,1000,789.6151733398438
1639469558.0720422,1050,872.3326416015625
1639469633.9948857,1100,826.3587036132812
1639469709.0435135,1150,1040.250732421875
1639469783.7467093,1200,1027.7169189453125
1639469860.6254764,1250,987.82373046875
1639469935.3307133,1300,1116.8096923828125
1639470013.6021452,1350,1045.31787109375
1639470089.786338,1400,1177.28857421875
1639470168.34609,1450,1127.3673095703125
1639470248.997809,1500,1705.1856689453125
1639470333.2688577,1550,1182.6080322265625
1639470416.2203996,1600,1693.4921875
1639470501.70848,1650,1581.416015625
1639470587.6920037,1700,1516.024169921875
1639470669.5719,1750,1889.0164794921875
1639470756.5924695,1800,1789.3701171875
1639470851.0000606,1850,1884.9141845703125
1639470941.7132947,1900,1641.119140625
1639471037.4012434,1950,1997.0750732421875
1639471133.044875,2000,2024.4581298828125
1639471228.9111185,2050,1979.2938232421875
1639471324.7390387,2100,1960.3692626953125
1639471423.1747153,2150,1979.38525390625
1639471521.8704333,2200,2016.091796875
1639471618.0804725,2250,1804.30224609375
1639471715.2787201,2300,1656.53662109375
1639471809.8057368,2350,1573.62451171875
1639471905.6403966,2400,1637.49951171875
1639472003.016364,2450,1626.052734375
1639472100.6610425,2500,1608.6424560546875
1639472196.6795511,2550,1588.7523193359375
1639472292.6969986,2600,1577.1197509765625
1639472390.7045584,2650,1520.166259765625
1639472487.9349189,2700,1496.5977783203125
1639472584.1154313,2750,1593.9432373046875
1639472678.3492727,2800,1531.958984375
1639472773.2134385,2850,1532.74072265625
1639472870.3543046,2900,1566.6593017578125
1639472966.987979,2950,1565.100341796875
1639473063.6301274,3000,1480.359619140625
1639473160.337031,3050,1594.253662109375
1639473258.1541843,3100,1599.9134521484375
1639473353.4321609,3150,1560.96533203125
1639473446.9194539,3200,1583.3648681640625
1639473541.1885176,3250,1560.2171630859375
1639473636.2513404,3300,1594.136962890625
1639473730.6811926,3350,1595.700927734375
1639473826.684064,3400,1542.534912109375
1639473924.7260303,3450,1614.4708251953125
1639474021.285314,3500,1536.6834716796875
1639474115.1995604,3550,1607.4075927734375
1639474209.8227158,3600,1520.1336669921875
