Wall time,Step,Value
1639360289.3032532,0,-540.2155151367188
1639360417.732214,150,-553.9232177734375
1639360459.409687,200,162.43043518066406
1639360695.2067506,500,244.32449340820312
1639360733.7419524,550,304.2990417480469
1639360851.6878173,700,109.34220886230469
1639360890.6633258,750,273.5674133300781
1639361011.9108262,900,243.89089965820312
1639361053.026529,950,290.4127502441406
1639361094.6118114,1000,295.7384033203125
1639361177.7479045,1100,98.87828063964844
1639361218.1688359,1150,290.0765380859375
1639361345.9960787,1300,365.1170349121094
1639361388.1402895,1350,214.21188354492188
1639361656.9638517,1650,100.20655059814453
1639361799.0317101,1800,89.93333435058594
1639361851.1311142,1850,634.4187622070312
1639361903.5060737,1900,615.3063354492188
1639361957.358527,1950,553.1364135742188
1639362004.3223145,2000,257.51947021484375
1639362352.4283237,2350,321.8116149902344
1639362400.5946848,2400,259.23736572265625
1639362450.7969074,2450,306.53509521484375
1639362551.7151842,2550,298.1492614746094
1639362603.9059935,2600,317.55096435546875
1639362701.61406,2700,258.28240966796875
1639362855.167923,2850,311.0445251464844
1639363015.349444,3000,355.6382751464844
1639363066.5780134,3050,324.63006591796875
1639363119.616898,3100,357.8594665527344
1639363169.9463766,3150,363.591552734375
1639363275.768687,3250,366.5177307128906
1639363327.6138592,3300,333.62646484375
1639363379.8707314,3350,357.7184753417969
1639363433.6265547,3400,425.04248046875
1639363543.3811007,3500,424.1689453125
1639363599.1916625,3550,496.93719482421875
1639363921.7731428,3850,384.6189880371094
1639364029.545374,3950,434.8056945800781
1639364081.4263008,4000,365.3699951171875
1639364192.4831498,4100,388.5951843261719
1639364248.6249106,4150,421.4998779296875
1639364357.511309,4250,421.89532470703125
1639364576.8854723,4450,426.5335693359375
1639364630.69951,4500,402.2932434082031
1639364903.7918162,4750,391.41595458984375
1639365114.240845,4950,392.5166015625
1639365166.195682,5000,401.6043701171875
1639365329.6020412,5150,385.81085205078125
1639365491.5872831,5300,391.0126037597656
1639365545.9673843,5350,388.752197265625
1639365654.8703167,5450,394.4151916503906
1639365928.7616572,5700,453.9102783203125
1639366040.2975023,5800,486.89190673828125
1639366317.1675346,6050,508.2460021972656
1639366540.482342,6250,485.12017822265625
1639366594.3458526,6300,480.0143127441406
1639366706.3793044,6400,489.95343017578125
1639366818.1615117,6500,529.7510375976562
1639366873.8949182,6550,496.999267578125
1639366927.2673645,6600,459.4415283203125
1639367144.5348403,6800,463.6753234863281
1639367198.9218311,6850,497.5920715332031
1639367524.453269,7150,487.70098876953125
1639367579.2600715,7200,497.1361389160156
1639367692.0062356,7300,514.7026977539062
