Wall time,Step,Value
1639467902.962973,0,556.1771240234375
1639467970.4003081,50,707.3296508789062
1639468039.7394876,100,720.673095703125
1639468110.6896827,150,864.4179077148438
1639468180.7935088,200,741.9169311523438
1639468252.349322,250,1078.5762939453125
1639468321.2729495,300,650.1528930664062
1639468394.5111365,350,1024.6646728515625
1639468469.1466222,400,1207.9736328125
1639468544.2000642,450,1125.1519775390625
1639468620.350643,500,810.04833984375
1639468694.8412662,550,807.2395629882812
1639468770.0572636,600,1047.6185302734375
1639468846.3667185,650,908.9107666015625
1639468919.8010929,700,882.4964599609375
1639468998.0360625,750,1045.3145751953125
1639469078.257195,800,1119.1102294921875
1639469158.328542,850,1134.642333984375
1639469238.471382,900,1080.5855712890625
1639469317.0315118,950,1257.7603759765625
1639469394.3827903,1000,1089.291015625
1639469474.9666836,1050,1109.01513671875
1639469555.0210783,1100,1147.301513671875
1639469637.5406141,1150,1254.650146484375
1639469718.246933,1200,1304.71240234375
1639469797.4540203,1250,1048.1756591796875
1639469876.7896762,1300,1080.6512451171875
1639469959.4249287,1350,1166.3128662109375
1639470039.750793,1400,1128.4193115234375
1639470119.738607,1450,1220.05517578125
1639470199.4351122,1500,1110.2164306640625
1639470282.6357038,1550,1253.5062255859375
1639470364.9292247,1600,1120.384765625
1639470445.735552,1650,1065.018798828125
1639470520.7491004,1700,884.310302734375
1639470599.7658765,1750,995.7335815429688
1639470679.3511057,1800,1025.389404296875
1639470760.4371507,1850,1203.0576171875
1639470843.1727269,1900,1235.1236572265625
1639470927.454764,1950,1285.3028564453125
1639471008.064012,2000,1181.3304443359375
1639471088.5612528,2050,1026.1112060546875
1639471169.744347,2100,1203.523193359375
1639471251.489859,2150,1185.5050048828125
1639471334.867951,2200,1170.9686279296875
1639471419.1055634,2250,1225.7020263671875
1639471501.8728042,2300,1287.5806884765625
1639471584.4098666,2350,1222.93359375
1639471669.405496,2400,1309.24169921875
1639471753.2609553,2450,1259.4910888671875
1639471838.4494078,2500,1278.978515625
1639471923.7502975,2550,1360.22119140625
1639472008.1732242,2600,1225.54296875
1639472091.3812296,2650,1263.8419189453125
1639472176.4160516,2700,1279.2769775390625
