Wall time,Step,Value
1639471895.3279948,2550,1295.7425537109375
1639471978.029376,2600,1380.801025390625
1639472059.8203478,2650,1438.7420654296875
1639472141.1209033,2700,1264.056640625
1639472223.1287432,2750,1276.7373046875
1639472304.8437824,2800,1256.3790283203125
1639472385.6226223,2850,1288.286865234375
1639472467.8943427,2900,1315.6370849609375
1639472550.2353954,2950,1218.977783203125
1639472631.8525164,3000,1415.96875
1639472715.667434,3050,1379.6317138671875
1639472798.5118215,3100,1184.515380859375
1639472880.5506322,3150,1320.4107666015625
1639472963.124466,3200,1196.842041015625
1639473046.878313,3250,1388.9083251953125
1639473129.6332285,3300,1248.41455078125
1639473211.7627885,3350,1234.7337646484375
1639473293.857979,3400,1406.900146484375
1639473376.7933414,3450,1333.8194580078125
1639473459.707664,3500,1185.873291015625
1639473542.5967894,3550,1469.2830810546875
1639473626.2314713,3600,1189.870361328125
1639473709.150403,3650,1464.0281982421875
1639473790.8127704,3700,1405.770263671875
1639473873.0573394,3750,1223.245849609375
1639473956.2347028,3800,1321.1512451171875
1639474039.4408562,3850,1452.220703125
1639474123.639786,3900,1245.098876953125
1639474205.1089237,3950,1445.4906005859375
1639474286.2150123,4000,1369.1263427734375
1639474369.623095,4050,1437.4952392578125
1639474452.1252267,4100,1344.66064453125
1639474533.5962434,4150,1394.11767578125
1639474617.8971658,4200,1433.249267578125
1639474701.4455066,4250,1463.1658935546875
1639474783.760104,4300,1400.7288818359375
1639474866.9967027,4350,1444.554931640625
1639474950.2523925,4400,1465.217529296875
1639475031.7437732,4450,1205.6461181640625
1639475112.396053,4500,1302.13623046875
1639475196.1646478,4550,1385.96044921875
1639475279.0706284,4600,1449.840087890625
1639475361.4160166,4650,1248.3424072265625
1639475444.45815,4700,1098.9305419921875
1639475527.2855365,4750,1283.76953125
1639475609.9667063,4800,1290.0946044921875
1639475692.7381117,4850,1381.259765625
1639475776.538789,4900,1447.3787841796875
1639475858.7185876,4950,1126.7952880859375
1639475942.1227553,5000,1498.2294921875
1639476025.1564233,5050,1459.018798828125
1639476107.6979706,5100,1378.8411865234375
1639476191.6117532,5150,1372.9317626953125
1639476274.2092316,5200,1330.7637939453125
1639476356.5330863,5250,1266.847412109375
1639476439.2335432,5300,1449.1064453125
1639476521.5248432,5350,1194.6412353515625
1639476605.178501,5400,1388.4425048828125
1639476687.4077358,5450,1347.2156982421875
1639476772.0048752,5500,1432.5079345703125
1639476853.9638617,5550,1524.59521484375
1639476936.523139,5600,1352.5599365234375
1639477018.8348384,5650,1425.42431640625
1639477100.7504947,5700,1446.238037109375
1639477183.8813572,5750,1376.2193603515625
1639477266.4360642,5800,1352.99462890625
1639477349.0797627,5850,1265.422119140625
1639477431.4447994,5900,1188.6229248046875
1639477512.65226,5950,1314.4488525390625
1639477595.6860824,6000,1424.9620361328125
1639477679.0168312,6050,1316.576416015625
1639477760.7363539,6100,1304.337158203125
1639477844.6333191,6150,1290.20263671875
1639477927.9159338,6200,1372.1226806640625
1639478011.6872892,6250,1374.4647216796875
1639478094.4872363,6300,1369.1484375
1639478178.7200773,6350,1467.5936279296875
1639478260.2476888,6400,1350.473876953125
1639478342.9218416,6450,1331.30517578125
1639478425.851062,6500,1422.6192626953125
1639478510.0868177,6550,1428.623046875
1639478592.7024224,6600,1444.5947265625
1639478675.3459277,6650,1232.9913330078125
1639478757.5181293,6700,1399.93212890625
1639478839.6810617,6750,1439.8028564453125
1639478923.2717745,6800,1276.3121337890625
1639479005.7726405,6850,1088.6265869140625
1639479088.7312262,6900,1170.96044921875
1639479172.3641088,6950,1345.7076416015625
1639479254.6885836,7000,1298.3948974609375
1639479338.4720109,7050,1305.093994140625
1639479421.2316551,7100,1344.0010986328125
1639479503.1152627,7150,1332.838134765625
1639479585.3445823,7200,1349.026611328125
1639479667.73574,7250,1301.3525390625
1639479750.1555252,7300,1243.548583984375
1639479833.16902,7350,1222.5672607421875
1639479916.5147214,7400,1473.050048828125
1639480000.9883394,7450,1366.3260498046875
1639480084.4928615,7500,1320.7249755859375
1639480167.7146013,7550,1419.01123046875
1639480250.893176,7600,1125.5416259765625
1639480332.975866,7650,1242.829345703125
1639480415.708673,7700,1277.163330078125
1639480498.8029478,7750,1246.196533203125
1639480580.468541,7800,1348.981689453125
1639480664.8308866,7850,1306.812255859375
1639480747.9916856,7900,1412.1207275390625
1639480830.9977033,7950,1437.6304931640625
1639480913.1093693,8000,1427.5576171875
1639480995.6337087,8050,1419.6522216796875
1639481077.8915153,8100,1354.1044921875
1639481158.4856198,8150,1361.40625
1639481241.3179622,8200,1312.13623046875
1639481325.1342573,8250,1157.0726318359375
1639481408.252004,8300,1422.1375732421875
1639481492.0040302,8350,1250.81982421875
1639481575.1421795,8400,1355.0469970703125
1639481657.3556082,8450,1260.5810546875
1639481740.2072134,8500,1279.7462158203125
1639481822.3764877,8550,1433.5703125
1639481906.5053911,8600,1408.4263916015625
1639481991.5881793,8650,1236.06640625
1639482073.4009595,8700,1236.4530029296875
1639482158.061392,8750,1443.738525390625
1639482241.5757134,8800,1363.0574951171875
1639482325.7801788,8850,1366.9552001953125
1639482408.4268734,8900,1274.9630126953125
1639482491.9543893,8950,1404.9661865234375
1639482575.1937597,9000,1254.5506591796875
1639482656.7064245,9050,1335.91552734375
1639482739.558527,9100,1438.8604736328125
1639482822.9315498,9150,1275.822021484375
1639482905.7571464,9200,1376.9541015625
1639482990.5007336,9250,1491.3289794921875
1639483075.3139982,9300,1354.693603515625
1639483158.6611915,9350,1317.302490234375
1639483241.5748851,9400,1390.5987548828125
1639483324.2059002,9450,1435.1956787109375
1639483409.679085,9500,1381.1549072265625
1639483519.57267,9550,1350.0594482421875
1639483657.3957646,9600,1387.245361328125
1639483745.8174548,9650,1398.7919921875
1639483859.1958845,9700,1213.651123046875
1639483996.514104,9750,1265.114013671875
1639484136.076467,9800,1151.7109375
1639484279.664103,9850,1214.52685546875
1639484411.9971404,9900,1300.031494140625
1639484546.3570642,9950,1453.5020751953125
1639484681.9064229,10000,1225.017822265625
1639484801.6680038,10050,1241.4381103515625
1639484887.289366,10100,1286.5322265625
1639484970.6390736,10150,1333.6248779296875
1639485097.0223887,10200,1365.2227783203125
1639485260.992092,10250,1375.2362060546875
1639485422.936706,10300,1249.2989501953125
1639485585.5362222,10350,1203.9212646484375
1639485750.6901891,10400,1369.3533935546875
1639485914.9284701,10450,1337.059326171875
1639486030.3547027,10500,1139.0616455078125
1639486111.8827684,10550,1345.6787109375
1639486194.5256343,10600,1291.1182861328125
1639486275.780332,10650,1168.299072265625
1639486357.904643,10700,1298.0101318359375
1639486443.633408,10750,1237.2879638671875
1639486526.277848,10800,1287.8355712890625
1639486608.3619554,10850,1181.5225830078125
1639486732.0519967,10900,1320.9869384765625
1639486901.0323262,10950,1170.419677734375
1639487073.8157675,11000,1310.435791015625
1639487221.309326,11050,1203.0057373046875
1639487303.3803172,11100,1243.921875
1639487384.6015353,11150,1238.8480224609375
1639487467.3530498,11200,1370.85888671875
1639487549.842222,11250,1257.0428466796875
1639487633.6017036,11300,1156.4017333984375
1639487717.6308935,11350,1219.8048095703125
1639487800.9771383,11400,1156.8697509765625
1639487884.806096,11450,1278.2728271484375
1639487967.312255,11500,1359.5439453125
1639488050.8303742,11550,1253.06103515625
1639488135.0499067,11600,1306.80224609375
1639488214.9184065,11650,1264.8209228515625
1639488299.5997636,11700,1423.94140625
1639488382.2546606,11750,1157.778564453125
1639488465.6540172,11800,1536.6060791015625
1639488550.722018,11850,1349.405517578125
1639488634.5737267,11900,1322.96533203125
1639488718.2802234,11950,1312.596435546875
1639488802.9206176,12000,1431.6268310546875
1639488888.7877178,12050,1290.169189453125
1639488974.9436088,12100,1207.399658203125
1639489059.1417809,12150,1238.50146484375
1639489142.752158,12200,1546.488037109375
1639489226.1445298,12250,1276.512451171875
1639489309.1958992,12300,1413.535888671875
1639489393.2476242,12350,1341.736083984375
1639489477.0992672,12400,1365.9962158203125
1639489559.9941044,12450,1423.762451171875
1639489645.2789404,12500,1369.02392578125
1639489730.0102897,12550,1424.60693359375
1639489813.3372798,12600,1193.983154296875
1639489896.6488914,12650,1289.38232421875
1639489980.060681,12700,1245.8563232421875
1639490061.9358408,12750,1426.3623046875
1639490145.3447483,12800,1363.771728515625
1639490228.930611,12850,1200.019775390625
1639490312.061482,12900,1421.0908203125
1639490396.0770605,12950,1411.914306640625
1639490479.1666274,13000,1295.718017578125
1639490563.204848,13050,1343.6044921875
1639490645.8147557,13100,1205.5438232421875
1639490729.2690275,13150,1279.0491943359375
1639490812.702724,13200,1266.6865234375
1639490895.0847003,13250,1376.1240234375
1639490978.0034022,13300,1244.95361328125
1639491061.2840886,13350,1290.953125
1639491145.8055153,13400,1440.216796875
1639491228.572244,13450,1339.18408203125
1639491309.4722283,13500,1164.1485595703125
1639491391.8881805,13550,1133.9937744140625
1639491473.6388128,13600,1225.132568359375
1639491556.3908472,13650,1259.51708984375
1639491637.6534946,13700,1347.9725341796875
1639491722.5627208,13750,1330.15771484375
1639491803.4606302,13800,1227.8458251953125
1639491886.6913564,13850,1371.595458984375
1639491970.3454113,13900,1329.446533203125
1639492053.945594,13950,1232.5274658203125
1639492136.5597315,14000,1225.2218017578125
1639492219.1996915,14050,1214.3238525390625
1639492302.017438,14100,1339.5701904296875
1639492385.7990737,14150,1162.83544921875
1639492469.173024,14200,1190.6614990234375
1639492552.502945,14250,1341.810791015625
1639492638.555434,14300,1498.2237548828125
1639492722.9756925,14350,1455.63623046875
1639492806.6914423,14400,1096.83154296875
1639492890.7940326,14450,1266.8170166015625
1639492972.8581524,14500,1267.200927734375
1639493057.2622793,14550,1160.133544921875
1639493140.9291208,14600,1223.7734375
1639493223.0443943,14650,1302.54638671875
1639493305.704257,14700,1342.8199462890625
1639493389.8336344,14750,1298.51025390625
1639493473.5611362,14800,1404.47705078125
1639493557.0299542,14850,1271.844970703125
1639493639.9906921,14900,1180.078125
1639493723.7108865,14950,1335.105712890625
1639493810.7947168,15000,1283.7694091796875
1639493896.1089957,15050,1321.094970703125
1639493979.0440836,15100,1427.11474609375
1639494062.5595934,15150,1130.3502197265625
1639494146.0582461,15200,1346.5975341796875
1639494228.7564616,15250,1302.69287109375
1639494310.9360576,15300,1240.3319091796875
1639494393.6982603,15350,1405.0400390625
1639494476.5863395,15400,1304.5643310546875
1639494562.0638425,15450,1437.09814453125
1639494644.651033,15500,1394.075439453125
1639494728.601808,15550,1269.9349365234375
1639494812.2514498,15600,1270.96533203125
1639494895.8641362,15650,1410.811279296875
1639494978.0370238,15700,1349.7528076171875
1639495062.0426695,15750,1439.0137939453125
1639495145.0772417,15800,1313.896484375
1639495229.8679593,15850,1275.7593994140625
1639495311.642384,15900,1238.4749755859375
1639495394.9710686,15950,1220.0692138671875
1639495478.4392338,16000,1364.0032958984375
1639495563.1072862,16050,1122.3453369140625
1639495646.7037349,16100,1295.6466064453125
1639495730.5229516,16150,1167.1302490234375
1639495812.786326,16200,1232.7679443359375
1639495896.7727191,16250,1484.4305419921875
1639495979.6364894,16300,1413.7017822265625
1639496063.7161925,16350,1266.0950927734375
1639496146.0917192,16400,1173.341552734375
1639496228.615955,16450,1292.9349365234375
1639496311.2937982,16500,1167.204345703125
1639496394.5716994,16550,1239.8369140625
1639496476.8651283,16600,1285.7757568359375
1639496561.3357718,16650,1274.92578125
1639496645.4251957,16700,1331.9034423828125
1639496727.1129665,16750,1226.8875732421875
1639496811.7195342,16800,1346.5050048828125
1639496896.3222873,16850,1446.59228515625
1639496979.533127,16900,1338.92236328125
1639497063.8947837,16950,1364.360107421875
1639497148.4974833,17000,1244.8250732421875
1639497232.1730442,17050,1218.6556396484375
1639497315.0236807,17100,1159.61669921875
1639497398.0124888,17150,1341.825927734375
1639497482.8120997,17200,1290.8861083984375
1639497568.2023046,17250,1432.4764404296875
1639497650.558504,17300,1251.350341796875
1639497735.7901716,17350,1288.7752685546875
1639497818.4425597,17400,1296.1497802734375
1639497902.1695795,17450,1298.2288818359375
1639497987.0888972,17500,1223.1458740234375
1639498069.6475408,17550,1196.662841796875
1639498153.0071797,17600,1357.765380859375
1639498236.5235882,17650,1296.759033203125
1639498319.273656,17700,1399.6282958984375
1639498403.6748607,17750,1260.7625732421875
1639498487.7818787,17800,1360.49267578125
1639498571.5649495,17850,1269.5384521484375
1639498655.6752486,17900,1439.119873046875
1639498739.4895287,17950,1355.3228759765625
1639498822.5810823,18000,1134.558349609375
1639498907.7505746,18050,1156.2064208984375
1639498991.5485072,18100,1141.1234130859375
1639499074.946497,18150,1351.5283203125
1639499157.3051484,18200,1291.333740234375
1639499240.381722,18250,1349.00732421875
1639499324.374426,18300,1069.4635009765625
1639499408.5910435,18350,1210.8612060546875
1639499493.588171,18400,1366.07421875
1639499575.844502,18450,1370.2825927734375
1639499659.883072,18500,1473.1114501953125
1639499742.3560297,18550,1248.6104736328125
1639499825.521489,18600,1273.8216552734375
1639499907.655116,18650,1239.032958984375
1639499991.6458766,18700,1197.8603515625
1639500075.789015,18750,1204.8778076171875
1639500158.946403,18800,1341.3773193359375
1639500242.6798122,18850,1253.4710693359375
1639500327.345234,18900,1223.2095947265625
1639500412.9329882,18950,1408.969482421875
1639500496.3798451,19000,1293.2437744140625
1639500581.3036315,19050,1351.679443359375
1639500665.7542272,19100,1235.3597412109375
1639500749.0189688,19150,1271.25390625
1639500832.9221563,19200,1339.6419677734375
1639500917.8598447,19250,1424.1787109375
1639501002.001792,19300,1322.72021484375
1639501085.4139104,19350,1340.0933837890625
1639501169.9012873,19400,1290.4879150390625
1639501251.9223657,19450,1300.04443359375
1639501336.1351995,19500,1314.93017578125
1639501416.0646608,19550,1146.73681640625
1639501498.745033,19600,1355.0302734375
1639501581.866803,19650,1228.0982666015625
1639501665.2999263,19700,1218.829345703125
1639501750.5181577,19750,1239.7947998046875
1639501835.181305,19800,1205.84033203125
1639501921.5340645,19850,1337.38671875
1639502006.2266417,19900,1310.7744140625
1639502090.3664978,19950,1299.9617919921875
1639502173.7736979,20000,1394.741455078125
1639502259.1001053,20050,1537.752197265625
1639502343.460686,20100,1261.4129638671875
1639502428.4393983,20150,1570.42041015625
1639502513.4332638,20200,1231.861572265625
1639502596.5832896,20250,1245.6612548828125
1639502678.9049857,20300,1209.31689453125
1639502763.1459668,20350,1302.8328857421875
1639502847.262162,20400,1271.7611083984375
1639502931.8975677,20450,1280.7884521484375
1639503013.9637156,20500,1235.3472900390625
1639503098.3545372,20550,1249.4677734375
1639503183.2052069,20600,1198.862060546875
1639503265.5199046,20650,1311.192138671875
1639503350.020183,20700,1140.4395751953125
1639503434.2289824,20750,1266.409912109375
1639503519.5812387,20800,1234.9200439453125
1639503602.419884,20850,1166.9078369140625
1639503685.7758656,20900,1380.46533203125
1639503769.176572,20950,1237.585205078125
1639503851.8633559,21000,1162.83544921875
1639503936.6164002,21050,1200.9962158203125
1639504020.9220014,21100,1284.20556640625
1639504102.7572029,21150,1342.69189453125
1639504187.4578342,21200,1315.1629638671875
1639504273.0884178,21250,1373.892578125
1639504358.1549833,21300,1294.54736328125
1639504443.091364,21350,1449.13134765625
1639504525.882665,21400,1277.8818359375
1639504609.8051767,21450,1357.1905517578125
1639504694.9266095,21500,1410.357421875
1639504778.440992,21550,1200.1597900390625
1639504862.667324,21600,1324.36669921875
1639504948.698566,21650,1285.28662109375
1639505033.0711129,21700,1460.66259765625
1639505117.6627538,21750,1452.79296875
1639505200.798858,21800,1322.052490234375
1639505283.90768,21850,1110.4923095703125
1639505369.2939398,21900,1438.2305908203125
1639505452.883254,21950,1262.76611328125
1639505537.700629,22000,1293.7054443359375
1639505622.1687844,22050,1338.60986328125
1639505707.7673135,22100,1252.779296875
1639505791.085172,22150,1255.406005859375
1639505875.886435,22200,1337.3486328125
1639505960.666534,22250,1230.9876708984375
1639506043.9219983,22300,1173.8868408203125
1639506129.4251356,22350,1474.543701171875
1639506214.4986994,22400,1166.5118408203125
1639506298.1385455,22450,1303.88916015625
1639506384.730012,22500,1292.70849609375
1639506468.492867,22550,1310.2313232421875
1639506552.4420385,22600,1256.3145751953125
1639506636.6739123,22650,1288.57177734375
1639506721.4167747,22700,1357.4305419921875
1639506806.6760066,22750,1381.4637451171875
1639506891.6089869,22800,1195.03759765625
1639506976.507067,22850,1410.5968017578125
1639507060.4195533,22900,1242.6380615234375
1639507144.762594,22950,1424.9913330078125
1639507228.9601314,23000,1378.0423583984375
1639507314.4628208,23050,1317.625732421875
1639507398.6389976,23100,1210.0872802734375
1639507485.5337977,23150,1227.762939453125
1639507570.0464451,23200,1276.1455078125
1639507656.4981992,23250,1325.5850830078125
1639507741.9784465,23300,1500.8255615234375
1639507826.3685517,23350,1340.8787841796875
1639507910.242034,23400,1329.7757568359375
1639507994.103381,23450,1173.3228759765625
1639508077.477946,23500,1295.0238037109375
1639508162.6280181,23550,1335.959228515625
1639508245.757298,23600,1297.7042236328125
1639508328.4734957,23650,1314.9710693359375
1639508411.6689572,23700,1294.102294921875
1639508496.8793848,23750,1306.31103515625
1639508580.8441644,23800,1097.592529296875
1639508665.9748344,23850,1435.76708984375
1639508749.800035,23900,1393.8046875
1639508834.305129,23950,1245.274658203125
1639508919.9534855,24000,1334.711181640625
1639509005.0314364,24050,1129.336181640625
1639509089.7402272,24100,1219.2960205078125
1639509173.0448668,24150,1177.6055908203125
1639509256.0511649,24200,1154.3564453125
1639509340.3202786,24250,1319.60107421875
1639509425.7298555,24300,1285.6571044921875
1639509509.9423935,24350,1291.201904296875
1639509594.9547124,24400,1287.4808349609375
1639509678.5825746,24450,1293.9844970703125
1639509764.0499835,24500,1423.327392578125
1639509848.8157458,24550,1310.9075927734375
1639509932.6874254,24600,1271.1517333984375
1639510016.90287,24650,1206.134765625
1639510100.9375405,24700,1320.3809814453125
1639510184.3786943,24750,1108.7919921875
1639510267.9838455,24800,1215.4864501953125
1639510350.8582492,24850,1216.2940673828125
1639510432.7571418,24900,1364.169921875
1639510514.881035,24950,1466.3961181640625
1639510598.9677515,25000,1388.6075439453125
1639510680.6052406,25050,1214.4395751953125
1639510764.4867835,25100,1381.82373046875
1639510848.5946584,25150,1245.19873046875
1639510932.0191302,25200,1428.659423828125
1639511013.6756427,25250,1328.9434814453125
1639511096.4176228,25300,1200.9312744140625
1639511179.5000353,25350,1220.24560546875
1639511263.708979,25400,1364.08642578125
1639511347.396599,25450,1179.414306640625
1639511430.9273138,25500,1213.7255859375
1639511514.0656416,25550,1244.07080078125
1639511597.9704816,25600,1331.5184326171875
1639511679.6607356,25650,1334.6427001953125
1639511762.7325675,25700,1272.6904296875
1639511845.590066,25750,1189.201171875
1639511928.8727815,25800,1329.6402587890625
1639512013.3114622,25850,1384.08203125
1639512095.448109,25900,1246.39892578125
1639512180.532644,25950,1339.005615234375
1639512262.7226021,26000,1327.074951171875
1639512345.5030322,26050,1224.692138671875
1639512429.6108348,26100,1369.7801513671875
1639512512.8922784,26150,1299.92626953125
1639512595.564995,26200,1209.737060546875
1639512680.1171963,26250,1434.1085205078125
1639512764.070213,26300,1295.8172607421875
1639512848.2197237,26350,1403.8411865234375
1639512932.262491,26400,1286.781005859375
1639513016.48135,26450,1423.934326171875
1639513101.1210535,26500,1332.8140869140625
1639513183.696829,26550,1250.5736083984375
1639513267.825251,26600,1297.5911865234375
1639513351.6798625,26650,1219.877685546875
1639513435.3821394,26700,1366.90380859375
1639513518.558219,26750,1379.27783203125
1639513602.7848425,26800,1233.15185546875
1639513686.5043764,26850,1333.02490234375
1639513768.4744346,26900,1296.2193603515625
1639513851.3054147,26950,1303.234130859375
1639513935.1408339,27000,1285.3887939453125
1639514018.0444417,27050,1324.7506103515625
1639514104.53902,27100,1255.836669921875
1639514188.066822,27150,1220.5040283203125
1639514271.8768306,27200,1322.395751953125
1639514356.518384,27250,1357.800537109375
1639514439.5299916,27300,1301.675048828125
1639514521.2477586,27350,1099.74609375
1639514604.4385853,27400,1234.3565673828125
1639514686.0536945,27450,1170.4110107421875
1639514770.0787382,27500,1408.219482421875
1639514853.6807187,27550,1216.464599609375
1639514936.9555216,27600,1367.9366455078125
1639515021.3426971,27650,1109.7730712890625
1639515104.3118763,27700,1219.9490966796875
1639515185.7290933,27750,1402.9752197265625
1639515269.3313193,27800,1225.34130859375
1639515351.9255044,27850,1224.138916015625
1639515437.276766,27900,1361.1209716796875
1639515522.1374152,27950,1316.4473876953125
1639515604.9410193,28000,1461.6624755859375
1639515688.0955937,28050,1292.8238525390625
1639515771.171224,28100,1322.0843505859375
1639515855.1665812,28150,1283.9251708984375
1639515938.9148147,28200,1447.28515625
1639516022.653219,28250,1242.186279296875
1639516104.8438928,28300,1260.2652587890625
1639516189.043681,28350,1385.859619140625
1639516272.4144974,28400,1246.2816162109375
1639516357.1350977,28450,1199.7886962890625
1639516439.4469807,28500,1431.2601318359375
1639516523.6008325,28550,1394.2952880859375
1639516607.1959224,28600,1155.396728515625
1639516691.1573777,28650,1291.5531005859375
1639516773.407831,28700,1337.8319091796875
1639516856.7281022,28750,1365.548828125
1639516941.3199034,28800,1303.559326171875
1639517027.0207016,28850,1261.82275390625
1639517108.7678125,28900,1237.2989501953125
1639517191.4940379,28950,1145.1217041015625
1639517275.1037714,29000,1387.2364501953125
1639517359.4519904,29050,1354.781494140625
1639517443.2063456,29100,1374.9669189453125
1639517526.0658114,29150,1303.61474609375
1639517610.6128755,29200,1458.736083984375
1639517695.259063,29250,1337.484619140625
1639517779.655193,29300,1346.784912109375
1639517862.9402914,29350,1383.2203369140625
1639517946.8236773,29400,1291.6865234375
1639518031.0803487,29450,1209.3681640625
1639518114.04797,29500,1260.275634765625
1639518197.5470252,29550,1373.38525390625
1639518280.2175937,29600,1454.320556640625
1639518364.9892023,29650,1339.413818359375
1639518445.7415717,29700,1347.821533203125
1639518530.5903044,29750,1399.376708984375
1639518616.986812,29800,1458.893798828125
1639518702.9070532,29850,1374.2149658203125
1639518787.888723,29900,1273.4327392578125
1639518870.5361834,29950,1279.735107421875
1639518953.317669,30000,1230.6680908203125
1639519037.6792977,30050,1214.79052734375
1639519121.6015956,30100,1273.302734375
1639519205.4094675,30150,1336.875732421875
1639519289.4031086,30200,1446.3692626953125
1639519373.1918461,30250,1432.9422607421875
1639519455.8761623,30300,1165.8255615234375
1639519538.8745632,30350,1189.0655517578125
1639519622.9021523,30400,1228.7655029296875
1639519706.5048935,30450,1263.2880859375
1639519789.7324243,30500,1290.988037109375
1639519871.8702374,30550,1286.37255859375
1639519953.0771847,30600,1195.5390625
1639520037.0628347,30650,1369.739990234375
1639520119.971592,30700,1326.6502685546875
1639520202.7794693,30750,1180.5625
1639520286.1058247,30800,1252.8316650390625
1639520369.647016,30850,1319.0933837890625
1639520453.2142994,30900,1240.1488037109375
1639520534.8458233,30950,1182.87353515625
1639520620.2746227,31000,1115.6923828125
1639520703.010176,31050,1182.2037353515625
1639520788.386774,31100,1300.4935302734375
1639520870.3561296,31150,1163.5872802734375
1639520953.553356,31200,1367.6412353515625
1639521036.6025412,31250,1330.6112060546875
1639521120.9919226,31300,1353.1922607421875
1639521204.3332438,31350,1284.9315185546875
1639521287.5226972,31400,1316.4219970703125
1639521372.2337132,31450,1368.5872802734375
1639521456.051921,31500,1345.3052978515625
1639521540.3576443,31550,1383.979248046875
1639521622.8624742,31600,1325.2366943359375
1639521705.5444803,31650,1140.0556640625
1639521788.6270308,31700,1306.6361083984375
1639521872.3371215,31750,1488.1209716796875
1639521957.5208318,31800,1330.1165771484375
1639522041.906294,31850,1398.56591796875
1639522126.0523727,31900,1329.8677978515625
1639522209.1952252,31950,1225.9381103515625
1639522291.9589984,32000,1318.1885986328125
1639522375.8971348,32050,1421.9033203125
1639522460.1151168,32100,1274.2799072265625
1639522543.3098488,32150,1313.03662109375
1639522628.4634905,32200,1298.771484375
1639522712.3166142,32250,1220.7528076171875
1639522795.3023884,32300,1348.1751708984375
1639522878.4045029,32350,1269.3302001953125
1639522962.372834,32400,1319.8646240234375
1639523046.4809074,32450,1292.11865234375
1639523131.368244,32500,1381.954833984375
1639523215.702816,32550,1331.635498046875
1639523297.6493437,32600,1182.2064208984375
1639523379.7913523,32650,1280.1412353515625
1639523462.9804156,32700,1428.847900390625
1639523544.338719,32750,1239.868408203125
1639523627.9334195,32800,1204.1944580078125
1639523712.9020789,32850,1267.516845703125
1639523797.3340013,32900,1320.254638671875
1639523879.60621,32950,1385.9300537109375
1639523963.5686815,33000,1270.5875244140625
1639524046.6316664,33050,1164.369873046875
1639524130.6040196,33100,1295.69140625
1639524214.5643086,33150,1395.555908203125
1639524298.5825398,33200,1441.10107421875
1639524382.4884684,33250,1328.23681640625
1639524466.6869876,33300,1256.492919921875
1639524550.8345878,33350,1286.5498046875
1639524635.7756052,33400,1231.358642578125
1639524719.4284394,33450,1275.4769287109375
1639524803.1033027,33500,1391.7320556640625
1639524887.2269397,33550,1346.267578125
1639524971.784812,33600,1502.9654541015625
1639525054.0406342,33650,1309.80322265625
1639525137.7221994,33700,1232.2344970703125
1639525219.8486536,33750,1228.0711669921875
1639525302.2810545,33800,1231.95166015625
1639525387.5896003,33850,1234.072265625
1639525472.217646,33900,1401.5223388671875
1639525554.670513,33950,1445.63232421875
1639525639.298926,34000,1283.6644287109375
1639525723.3280191,34050,1347.3463134765625
1639525809.221515,34100,1283.7694091796875
1639525893.3625398,34150,1115.91552734375
1639525979.186799,34200,1463.8194580078125
1639526063.059788,34250,1311.8873291015625
1639526147.3248951,34300,1232.221923828125
1639526230.493401,34350,1275.018310546875
1639526314.3268342,34400,1338.92236328125
1639526398.4982188,34450,1341.6915283203125
1639526483.7638867,34500,1368.96337890625
1639526568.1660438,34550,1322.404541015625
1639526653.9006264,34600,1250.3043212890625
1639526738.203882,34650,1279.831787109375
