,Step,Value,SValue
0,0,546.37841796875,546.37841796875
1,50,1508.98486328125,690.769384765625
2,100,936.7208251953124,727.6621008300781
3,150,1405.62548828125,829.3566089477539
4,200,1650.761962890625,952.5674120391845
5,250,1056.084228515625,968.0949345106505
6,300,823.3323974609375,946.3805539531936
7,350,1202.5404052734375,984.8045316512303
8,400,668.1853637695312,937.3116564689753
9,450,801.6539306640625,916.9629975982384
10,500,798.0488891601562,899.125881332526
11,550,749.1838989257812,876.6345839715142
12,600,810.7015380859375,866.7446270886776
13,650,755.5069580078125,850.0589767265478
14,700,725.2271728515625,831.3342061453001
15,750,794.3131103515625,825.7810417762395
16,800,643.10986328125,798.3803650019911
17,850,740.8942260742188,789.7574441628252
18,900,764.7937622070312,786.0128918694561
19,950,877.0263671875,799.6649131671627
20,1000,789.6151733398438,798.1574521930648
21,1050,872.3326416015625,809.2837306043396
22,1100,826.3587036132812,811.8449765556808
23,1150,1040.250732421875,846.10583993561
24,1200,1027.7169189453123,873.3475017870653
25,1250,987.82373046875,890.518936089318
26,1300,1116.8096923828123,924.4625495333422
27,1350,1045.31787109375,942.5908477674034
28,1400,1177.28857421875,977.7955067351054
29,1450,1127.3673095703125,1000.2312771603864
30,1500,1705.1856689453125,1105.9744359281253
31,1550,1182.6080322265625,1117.4694753728909
32,1600,1693.4921875,1203.8728821919574
33,1650,1581.416015625,1260.5043522069138
34,1700,1516.024169921875,1298.832324864158
35,1750,1889.0164794921875,1387.3599480583625
36,1800,1789.3701171875,1447.6614734277332
37,1850,1884.9141845703125,1513.2493800991201
38,1900,1641.119140625,1532.429844178002
39,1950,1997.0750732421875,1602.12662853763
40,2000,2024.4581298828125,1665.4763537394074
41,2050,1979.2938232421875,1712.5489741648244
42,2100,1960.3692626953125,1749.7220174443976
43,2150,1979.38525390625,1784.1715029136753
44,2200,2016.091796875,1818.9595470078739
45,2250,1804.30224609375,1816.7609518707554
46,2300,1656.53662109375,1792.7273022542045
47,2350,1573.62451171875,1759.8618836738863
48,2400,1637.49951171875,1741.5075278806157
49,2450,1626.052734375,1724.1893088547733
50,2500,1608.6424560546875,1706.8572809347604
51,2550,1588.7523193359375,1689.1415366949368
52,2600,1577.1197509765625,1672.3382688371805
53,2650,1520.166259765625,1649.5124674764472
54,2700,1496.5977783203125,1626.575264103027
55,2750,1593.9432373046875,1621.680460083276
56,2800,1531.958984375,1608.222238727035
57,2850,1532.74072265625,1596.9000113164172
58,2900,1566.6593017578125,1592.3639048826267
59,2950,1565.100341796875,1588.274370419764
60,3000,1480.359619140625,1572.087157727893
61,3050,1594.253662109375,1575.4121333851153
62,3100,1599.9134521484375,1579.0873311996136
63,3150,1560.96533203125,1576.3690313243592
64,3200,1583.3648681640625,1577.4184068503146
65,3250,1560.2171630859375,1574.8382202856578
66,3300,1594.136962890625,1577.7330316764028
67,3350,1595.700927734375,1580.4282160850987
68,3400,1542.534912109375,1574.7442204887402
69,3450,1614.4708251953125,1580.703211194726
70,3500,1536.6834716796875,1574.1002502674703
71,3550,1607.4075927734375,1579.0963516433653
72,3600,1520.1336669921875,1570.2519489456886
73,3650,1538.2122802734375,1565.445998644851
74,3700,1560.21630859375,1564.6615451371858
75,3750,1636.17529296875,1575.3886073119206
76,3800,1543.3961181640625,1570.589733939742
77,3850,1594.841064453125,1574.2274335167494
78,3900,1565.100341796875,1572.8583697587683
79,3950,1577.8203125,1573.6026611699529
80,4000,1565.100341796875,1572.3273132639913
81,4050,1605.964111328125,1577.3728329736114
82,4100,1576.6510009765625,1577.264558174054
83,4150,1537.3509521484375,1571.2775172702113
84,4200,1520.7200927734375,1563.6939035956952
85,4250,1588.946044921875,1567.4817247946223
86,4300,1606.8221435546875,1573.382787608632
87,4350,1530.9075927734375,1567.0115083833527
88,4400,1607.7225341796875,1573.118162252803
89,4450,1607.2440185546875,1578.2370406980854
90,4500,1497.1788330078125,1566.0783095445443
91,4550,1589.4537353515625,1569.584623415597
92,4600,1553.66650390625,1567.196905489195
93,4650,1588.754638671875,1570.4305654665968
94,4700,1570.876220703125,1570.4974137520762
95,4750,1606.822998046875,1575.946251396296
96,4800,1582.3131103515625,1576.901280239586
97,4850,1537.1502685546875,1570.9386284868513
98,4900,1587.8934326171875,1573.4818491064016
99,4950,1544.3662109375,1569.1145033810662
100,5000,1612.1253662109375,1575.5661328055469
101,5050,1513.8070068359375,1566.3022639101055
102,5100,1514.8330078125,1558.5818754954646
103,5150,1543.595458984375,1556.333913018801
104,5200,1548.584716796875,1555.1715335855122
105,5250,1573.101806640625,1557.861074543779
106,5300,1567.043212890625,1559.2383952958057
107,5350,1612.801513671875,1567.272863052216
108,5400,1513.6966552734375,1559.2364318853993
109,5450,1549.25927734375,1557.7398587041519
110,5500,1538.784912109375,1554.8966167149354
111,5550,1565.8775634765625,1556.5437587291794
112,5600,1548.9761962890625,1555.4086243631618
113,5650,1496.87353515625,1546.6283609821248
114,5700,1555.0262451171875,1547.8880436023842
115,5750,1497.928466796875,1540.3941070815579
116,5800,1565.41259765625,1544.1468806677617
117,5850,1596.862548828125,1552.0542308918161
118,5900,1571.737548828125,1555.0067285822624
