,Step,Value,SValue
0,0,528.3661499023439,528.3661499023439
1,50,1236.3095703125,634.5576629638673
2,100,1209.534912109375,720.8042503356935
3,150,1459.1617431640625,831.5578742599489
4,200,1427.8858642578125,921.0070727596285
5,250,1507.1593017578125,1008.9299071093561
6,300,1353.244873046875,1060.577151999984
7,350,1119.97705078125,1069.487136817174
8,400,1263.526611328125,1098.5930579938165
9,450,1425.6900634765625,1147.6576088162283
10,500,1360.5201416015625,1179.5869887340284
11,550,1264.5780029296875,1192.3356408633772
12,600,1264.531494140625,1203.1650188549643
13,650,1274.52294921875,1213.8687084095322
14,700,1151.9912109375,1204.5870837887276
15,750,1376.95166015625,1230.441770243856
16,800,1159.2177734375,1219.7581707229026
17,850,969.1961669921876,1182.1738701632953
18,900,1500.3614501953125,1229.902007168098
19,950,1118.1497802734377,1213.139173133899
20,1000,1247.03564453125,1218.2236438435016
21,1050,927.3973999023438,1174.599707252328
22,1100,1051.5068359375,1156.1357765551038
23,1150,1069.621337890625,1143.158610755432
24,1200,1197.5848388671875,1151.3225449721954
25,1250,930.0665283203124,1118.1341424744128
26,1300,904.0615234375,1086.023249618876
27,1350,840.8565673828125,1049.2482472834665
28,1400,727.3348388671875,1000.9612360210247
29,1450,604.015869140625,941.4194309889647
30,1500,657.34033203125,898.8075661453074
31,1550,919.293701171875,901.8804863992925
32,1600,761.4989013671875,880.8232486444767
33,1650,805.847412109375,869.5768731642114
34,1700,787.1087036132812,857.2066477315718
35,1750,868.1142578125,858.842789243711
36,1800,733.9688110351562,840.1116925124278
37,1850,678.8719482421875,815.9257308718918
38,1900,622.1793212890625,786.8637694344674
39,1950,848.7911987304688,796.1528838288675
40,2000,826.7771606445312,800.7465253512171
41,2050,899.1087036132812,815.5008520905268
42,2100,910.3094482421876,829.7221415132759
43,2150,822.0521850585938,828.5716480450735
44,2200,869.9063110351562,834.7718474935859
45,2250,875.2488403320312,840.8433964193528
46,2300,743.9761962890625,826.3133163998092
47,2350,901.3477783203124,837.5684856878847
48,2400,990.5076904296876,860.5093663991552
49,2450,860.6162719726562,860.5254022351803
50,2500,986.2431640625,879.3830665092783
51,2550,1004.2422485351562,898.1119438131599
52,2600,1266.6871337890625,953.3982223095453
53,2650,1010.96875,962.0338014631135
54,2700,1077.1826171875,979.3061238217714
55,2750,1200.9766845703125,1012.5567079340526
56,2800,1057.9449462890623,1019.364943687304
57,2850,1201.6697998046875,1046.7106721049115
58,2900,1706.9749755859375,1145.7503176270654
59,2950,1354.3876953125,1177.0459242798806
60,3000,1199.1800537109375,1180.3660436945393
61,3050,1186.3277587890625,1181.2603009587178
62,3100,1501.4307861328125,1229.285873734832
63,3150,1666.9803466796875,1294.9400446765603
64,3200,1431.765869140625,1315.46391834617
65,3250,1536.74365234375,1348.6558784458068
66,3300,1428.7166748046875,1360.664997899639
67,3350,1490.986083984375,1380.2131608123495
68,3400,1591.93896484375,1411.9720314170595
69,3450,1366.1392822265625,1405.0971190384848
70,3500,1296.410888671875,1388.7941844834932
71,3550,1632.5386962890625,1425.3558612543286
72,3600,1753.8021240234375,1474.622800669695
73,3650,1590.51806640625,1492.0070905301782
74,3700,1577.48193359375,1504.828316989714
75,3750,1730.607421875,1538.6951827225068
76,3800,1688.73779296875,1561.2015742594433
77,3850,1782.6461181640625,1594.4182558451362
78,3900,1693.1131591796875,1609.222491345319
79,3950,1670.0380859375,1618.3448305341462
80,4000,1634.8544921875,1620.8212797821493
81,4050,1633.8709716796875,1622.7787335667801
82,4100,1604.3309326171875,1620.0115634243411
83,4150,1529.57666015625,1606.4463279341276
84,4200,1480.63427734375,1587.574520345571
85,4250,1480.9287109375,1571.5776489343602
86,4300,1469.6292724609375,1556.2853924633469
87,4350,1469.5390625,1543.2734429688448
88,4400,1475.956787109375,1533.1759445899243
89,4450,1463.89208984375,1522.783366377998
90,4500,1431.07666015625,1509.0273604447357
91,4550,1429.8184814453125,1497.1460285948224
92,4600,1481.9940185546875,1494.8732270888022
93,4650,1520.0611572265625,1498.6514166094662
94,4700,1510.4188232421875,1500.4165276043743
95,4750,1470.8880615234375,1495.9872576922337
96,4800,1435.6563720703125,1486.9376248489457
97,4850,1543.5277099609375,1495.4261376157444
98,4900,1486.081787109375,1494.0244850397892
99,4950,1463.407470703125,1489.4319328892896
100,5000,1480.1497802734375,1488.0396099969118
101,5050,1531.7464599609375,1494.5956374915158
102,5100,1514.7080078125,1497.6124930396636
103,5150,1464.1763916015625,1492.5970778239484
104,5200,1486.8575439453125,1491.7361477421532
105,5250,1474.89111328125,1489.2093925730178
106,5300,1526.5791015625,1494.8148489214402
107,5350,1442.368896484375,1486.9479560558805
108,5400,1531.8331298828125,1493.6807321299204
109,5450,1492.119140625,1493.4464934041823
110,5500,1485.799560546875,1492.2994534755862
111,5550,1492.220703125,1492.2876409229984
112,5600,1476.148193359375,1489.866723788455
113,5650,1497.7689208984375,1491.0520533549525
114,5700,1474.9886474609375,1488.6425424708502
115,5750,1479.8651123046875,1487.3259279459257
116,5800,1503.90283203125,1489.8124635587244
117,5850,1418.8126220703125,1479.1624873354626
118,5900,1515.9661865234375,1484.6830422136588
119,5950,1514.0340576171875,1489.0856945241883
120,6000,1414.0390625,1477.82869972056
121,6050,1531.8372802734375,1485.9299868034916
122,6100,1454.241455078125,1481.1767070446867
123,6150,1436.8184814453125,1474.5229732047806
124,6200,1490.8656005859375,1476.9743673119542
125,6250,1468.8592529296875,1475.7571001546141
126,6300,1474.5029296875,1475.568974584547
127,6350,1548.9677734375,1486.57879441249
128,6400,1441.7822265625,1479.8593092349915
129,6450,1453.076171875,1475.8418386309927
130,6500,1498.6376953125,1479.2612171332187
131,6550,1492.116943359375,1481.1895760671423
132,6600,1507.9989013671875,1485.2109748621492
133,6650,1474.9893798828125,1483.6777356152488
134,6700,1486.5667724609375,1484.1110911421022
135,6750,1525.806640625,1490.3654235645367
136,6800,1503.903564453125,1492.396144697825
137,6850,1537.23486328125,1499.1219524853386
138,6900,1514.667236328125,1501.4537450617565
139,6950,1514.7449951171875,1503.4474325700712
140,7000,1487.0982666015625,1500.995057674795
141,7050,1458.262451171875,1494.585166699357
142,7100,1458.5631103515625,1489.1818582471876
143,7150,1491.4029541015625,1489.515022625344
144,7200,1516.808349609375,1493.6090216729485
145,7250,1513.4169921875,1496.5802172501312
146,7300,1508.8134765625,1498.4152061469865
147,7350,1485.9381103515625,1496.543641777673
148,7400,1549.9447021484375,1504.5538008332878
149,7450,1429.9132080078125,1493.3577119094664
150,7500,1532.4677734375,1499.2242211386715
151,7550,1463.9267578125,1493.9296016397457
152,7600,1446.2451171875,1486.7769289719088
153,7650,1504.508544921875,1489.4366713644035
154,7700,1485.3531494140625,1488.8241430718522
155,7750,1509.391357421875,1491.9092252243556
156,7800,1492.954833984375,1492.0660665383587
157,7850,1492.9617919921875,1492.2004253564328
158,7900,1446.439453125,1485.3362795217179
159,7950,1527.349609375,1491.63827899971
160,8000,1452.5762939453125,1485.7789812415504
161,8050,1457.0118408203125,1481.4639101783646
162,8100,1502.3697509765625,1484.5997862980944
163,8150,1451.9095458984375,1479.6962502381457
164,8200,1419.53759765625,1470.6724523508615
165,8250,1525.7940673828125,1478.940694605654
166,8300,1474.5018310546875,1478.2748650730089
167,8350,1467.8692626953125,1476.7140247163543
168,8400,1492.379638671875,1479.0638668096824
169,8450,1469.2235107421875,1477.5878133995582
170,8500,1481.0240478515625,1478.1032485673588
171,8550,1436.275146484375,1471.8290332549113
172,8600,1491.790771484375,1474.8232939893308
173,8650,1474.4183349609375,1474.7625501350717
174,8700,1475.0821533203125,1474.8104906128578
175,8750,1468.534912109375,1473.8691538373355
176,8800,1486.408203125,1475.7500112304851
177,8850,1543.3192138671875,1485.8853916259905
178,8900,1481.8037109375,1485.273139522717
179,8950,1514.5572509765625,1489.6657562407936
180,9000,1481.413330078125,1488.4278923163934
181,9050,1457.29150390625,1483.757434054872
182,9100,1504.7864990234375,1486.9117938001568
183,9150,1474.97314453125,1485.1209964098207
184,9200,1491.9879150390625,1486.151034204207
185,9250,1413.5838623046875,1475.265958419279
186,9300,1469.4208984375,1474.3891994220123
187,9350,1440.9674072265625,1469.3759305926949
188,9400,1497.754638671875,1473.632736804572
189,9450,1519.6641845703125,1480.537453969433
190,9500,1560.802734375,1492.577246030268
191,9550,1503.4278564453125,1494.2048375925247
192,9600,1458.34375,1488.8256744536461
193,9650,1424.6209716796875,1479.1949690375523
194,9700,1490.9361572265625,1480.9561472659036
195,9750,1503.032958984375,1484.2676690236744
196,9800,1480.7398681640625,1483.7384988947326
197,9850,1507.5628662109375,1487.3121539921633
198,9900,1504.1212158203125,1489.8335132663858
199,9950,1453.8388671875,1484.4343163545527
200,10000,1430.001220703125,1476.2693520068385
201,10050,1469.77880859375,1475.2957704948753
202,10100,1549.6412353515625,1486.4475902233785
203,10150,1514.0838623046875,1490.5930310355748
204,10200,1457.984619140625,1485.7017692513323
205,10250,1542.0660400390625,1494.1564098694919
206,10300,1508.61962890625,1496.3258927250056
207,10350,1519.9420166015625,1499.8683113064892
208,10400,1463.339111328125,1494.3889313097345
209,10450,1531.29541015625,1499.924903136712
210,10500,1458.7559814453125,1493.749564883002
211,10550,1403.0185546875,1480.1399133536765
212,10600,1526.494140625,1487.093047444375
213,10650,1526.298583984375,1492.9738779253753
214,10700,1561.3900146484375,1503.2362984338347
215,10750,1560.6055908203125,1511.8416922918063
216,10800,1504.7852783203125,1510.7832301960823
217,10850,1481.1304931640625,1506.3353196412793
218,10900,1497.377685546875,1504.9916745271184
219,10950,1499.0892333984375,1504.1063083578163
220,11000,1469.11376953125,1498.8574275338312
221,11050,1497.2607421875,1498.6179247318814
222,11100,1496.70751953125,1498.331363951787
223,11150,1468.6436767578125,1493.8782108726907
224,11200,1508.4222412109375,1496.0598154234276
225,11250,1457.597412109375,1490.2904549263199
226,11300,1441.1578369140625,1482.9205622244813
227,11350,1463.066162109375,1479.9424022072153
228,11400,1457.2073974609375,1476.5321514952734
229,11450,1469.3087158203125,1475.4486361440293
230,11500,1452.487060546875,1472.004399804456
231,11550,1498.1201171875,1475.9217574119125
232,11600,1492.2674560546875,1478.3736122083287
233,11650,1491.3228759765625,1480.3160017735638
234,11700,1543.0023193359375,1489.7189494079198
235,11750,1423.955322265625,1479.8544053365756
236,11800,1485.548828125,1480.7085687548392
237,11850,1474.3040771484375,1479.7478950138789
238,11900,1462.955810546875,1477.2290823438282
239,11950,1560.4088134765625,1489.7060420137382
240,12000,1470.258544921875,1486.7889174499587
241,12050,1442.682861328125,1480.1730090316837
242,12100,1479.585205078125,1480.08483843865
243,12150,1498.0400390625,1482.7781185322274
244,12200,1520.7158203125,1488.468773799268
