,Step,Value,SValue
0,0,-540.2155151367189,-540.2155151367189
1,150,-553.9232177734375,-542.2716705322266
2,200,162.43043518066406,-436.56635467529304
3,500,244.32449340820312,-334.4327274627686
4,550,304.2990417480469,-238.62296208114623
5,700,109.34220886230469,-186.42818643962858
6,750,273.56741333007807,-117.42884647417256
7,900,243.89089965820312,-63.23088455431619
8,950,290.4127502441406,-10.184339334547658
9,1000,295.7384033203125,35.704072063681366
10,1100,98.87828063964844,45.180203350076425
11,1150,290.0765380859375,81.91465356045559
12,1300,365.1170349121094,124.39501076320366
13,1350,214.21188354492188,137.8675416804614
14,1650,100.20655059814452,132.21839301811386
15,1800,89.93333435058594,125.87563421798467
16,1850,634.4187622070312,202.15710341634167
17,1900,615.3063354492188,264.1294882212732
18,1950,553.1364135742189,307.48052702421506
19,2000,257.5194702148437,299.98636850280934
20,2350,321.8116149902344,303.26015547592306
21,2400,259.23736572265625,296.65673701293304
22,2450,306.53509521484375,298.1384907432196
23,2550,298.1492614746094,298.1401063529281
24,2600,317.55096435546875,301.05173505330924
25,2700,258.28240966796875,294.6363362455082
26,2850,311.0445251464844,297.0975645806546
27,3000,355.6382751464844,305.87867116552906
28,3050,324.63006591796875,308.691380378395
29,3100,357.8594665527344,316.0665933045459
30,3150,363.591552734375,323.1953372190203
31,3250,366.5177307128906,329.6936962431008
32,3300,333.62646484375,330.2836115331982
33,3350,357.7184753417969,334.398841104488
34,3400,425.04248046875,347.9953870091273
35,3500,424.1689453125,359.42142075463323
36,3550,496.9371948242188,380.04878686507107
37,3850,384.6189880371094,380.7343170408768
38,3950,434.8056945800781,388.84502367175696
39,4000,365.3699951171875,385.3237693885715
40,4100,388.5951843261719,385.81448162921157
41,4150,421.4998779296875,391.16729107428296
42,4250,421.89532470703125,395.7764961191952
43,4450,426.5335693359375,400.39005710170653
44,4500,402.2932434082031,400.675535047681
45,4750,391.41595458984375,399.2865979790055
46,4950,392.5166015625,398.27109851652966
47,5000,401.6043701171875,398.77108925662833
48,5150,385.81085205078125,396.82705367575124
49,5300,391.0126037597656,395.9548861883534
50,5350,388.752197265625,394.8744828499441
51,5450,394.4151916503906,394.8055891700111
52,5700,453.9102783203125,403.67129254255633
53,5800,486.89190673828125,416.15438467191507
54,6050,508.2460021972656,429.96812730071764
55,6250,485.12017822265625,438.2409349390084
56,6300,480.0143127441406,444.5069416097782
57,6400,489.95343017578125,451.32391489467864
58,6500,529.7510375976561,463.0879833001253
59,6550,496.999267578125,468.1746759418253
60,6600,459.4415283203125,466.8647037985984
61,6800,463.6753234863281,466.38629675175787
62,6850,497.5920715332031,471.0671629689747
63,7150,487.70098876953125,473.5622368390582
64,7200,497.1361389160156,477.0983221506018
65,7300,514.7026977539061,482.73897849109744
66,7350,505.63763427734375,486.17377685903443
67,7500,495.6556701660156,487.5960608550816
68,7850,552.0320434570311,497.26145824537406
69,7950,513.7537841796875,499.7353071355211
70,8000,514.94970703125,502.01746711988045
71,8100,525.1893310546875,505.4932467101015
72,8200,504.4001159667969,505.32927709860587
73,8300,516.4923095703125,507.00373196936187
74,8500,498.3811340332031,505.710342278938
75,8550,500.7779235839844,504.97047947469497
76,8600,500.1148681640625,504.2421377781001
77,8750,498.3490295410156,503.35817154253743
78,8800,514.7958374023439,505.07382142150846
79,8850,505.7751159667969,505.17901560330176
80,8900,509.6125183105469,505.84404100938855
81,9000,503.1904296875,505.4459993111053
82,9050,495.9925231933594,504.02797789344345
83,9200,507.1571960449219,504.4973606161652
84,9250,516.0635986328125,506.23229631866235
85,9300,496.8969421386719,504.83199319166374
86,9450,498.0071105957031,503.8082608022697
87,9500,507.8466796875,504.4140236350542
88,9550,493.5133056640625,502.77891593940546
89,9600,503.9295959472656,502.9515179405845
90,9750,507.6603698730469,503.65784573045386
91,9950,528.1055908203125,507.3250074939326
92,10000,501.415283203125,506.43854885031146
93,10100,515.1571655273439,507.74634135186636
94,10150,514.7958374023439,508.80376575943797
95,10200,506.3986206054688,508.4429939863426
96,10250,520.3312377929689,510.2262305573365
97,10350,493.7513427734375,507.7549973897517
98,10450,503.0455322265625,507.0485776152733
99,10550,506.327880859375,506.9404731018886
100,10650,518.35107421875,508.6520632694178
101,10750,486.4709777832031,505.3249004464856
102,10800,515.0802612304689,506.7882045640831
103,10900,518.551025390625,508.5526276880644
104,10950,514.8889770507811,509.5030800924719
105,11000,506.13360595703125,508.9976589721558
106,11050,515.2216186523439,509.93125292418404
107,11100,498.5260314941406,508.2204697096775
108,11200,511.7813415527344,508.75460048613604
109,11250,509.65045166015625,508.8889781622391
110,11450,491.5422668457031,506.2869714647587
111,11750,510.0728759765625,506.85485714152924
112,11850,510.7980041503906,507.44632919285846
113,11900,511.82159423828125,508.10261894967186
114,11950,500.355712890625,506.94058304081483
115,12050,502.3346557617188,506.24969394895044
116,12100,493.5650329589844,504.3469948004555
117,12200,499.12237548828125,503.5633019036294
118,12250,498.74835205078125,502.84105942570216
119,12300,489.3759765625,500.82129699622186
120,12350,490.6839294433594,499.3006918632925
121,12600,488.1940002441406,497.63468812041975
122,12650,497.5335388183594,497.61951572511066
123,12700,501.109130859375,498.1429579952503
124,12850,492.6656799316406,497.3213662857089
125,12900,495.8326416015625,497.098057583087
126,12950,514.3204956054689,499.68142328644427
127,13000,501.2779846191406,499.9209074863487
128,13100,496.5221557617188,499.41109472765424
129,13500,503.67474365234375,500.0506420663577
130,13550,517.4696655273439,502.6634955855056
131,13700,510.2605895996094,503.80305968762116
132,13750,512.3094482421875,505.0790179708061
133,13800,506.13360595703125,505.2372061687399
134,13900,507.331298828125,505.5513200676477
135,14000,493.2777404785156,503.71028312927785
136,14100,499.27484130859375,503.0449668561753
137,14150,495.62921142578125,501.9326035416161
138,14250,499.0449523925781,501.49945586926043
139,14350,497.5335388183594,500.9045683116253
140,14400,486.9791870117188,498.81576111663935
141,14500,503.564453125,499.52806491789346
142,14750,495.62921142578125,498.9432368940767
143,14800,500.6602478027344,499.20078853037535
144,14850,520.5227661132811,502.3990851678112
145,14900,516.5479125976561,504.521409282288
146,15200,522.8046875,507.26390101494485
147,15300,506.4490966796875,507.1416803646563
148,15400,516.9736328125,508.61647323183286
149,15450,518.0781860351561,510.0357301523314
150,15600,516.7594604492189,511.0442896968645
151,15650,505.8492126464844,510.2650281393075
152,15800,493.5133056640625,507.7522697680207
153,15900,495.4176330566406,505.9020742613137
154,15950,478.5514831542969,501.79948559526116
155,16100,504.5447692871094,502.21127814903844
156,16200,485.1976013183594,499.65922662443654
157,16450,483.2933044433594,497.20433829727494
158,16500,479.9368591308594,494.6142164223126
159,16550,509.9900817871094,496.9205962270321
160,16600,510.0211486816406,498.8856790952234
161,16850,485.5937805175781,496.89189430857664
162,16900,487.0566101074219,495.4166016784034
163,17000,485.90924072265625,493.9904975350413
164,17150,506.1646728515625,495.81662383251944
165,17200,504.1351013183594,497.06439545539547
166,17250,515.1624755859375,499.77910747497674
167,17300,512.2473754882811,501.6493476769724
168,17400,508.8234558105469,502.7254638970086
169,17500,508.2460021972656,503.55354464204714
170,17600,502.578369140625,503.4072683168338
171,17650,490.2688903808594,501.4365116264376
172,17700,493.516845703125,500.2485617379407
173,17900,504.6377258300781,500.90693635176126
174,18000,505.6492919921875,501.6182896978252
175,18100,512.6249389648439,503.269287087878
176,18150,498.9703063964844,502.62443998416893
177,18200,475.6546325683594,498.5789688717975
178,18250,510.3055419921875,500.337954839856
179,18300,502.4634704589844,500.65678218272524
180,18350,495.2470397949219,499.84532082455473
181,18400,510.4468994140625,501.4355576129809
182,18700,501.35540771484375,501.42353512826037
183,18850,520.6669311523439,504.3100445318729
184,18900,500.4303588867188,503.7280916850998
185,19250,502.9788513183594,503.6157056300887
186,19300,492.1467590332031,501.89536364055584
187,19500,493.5133056640625,500.6380549440819
188,19550,505.7389221191406,501.40318502034074
189,19600,513.202392578125,503.1730661540084
190,19650,509.0304260253906,504.0516701347158
191,19700,525.93408203125,507.3340319191959
192,19750,492.1625061035156,505.0583030468439
193,19800,489.57940673828125,502.73646860055953
194,19850,509.5401916503906,503.75702705803417
195,19900,509.435546875,504.6088050305791
196,19950,496.2066955566406,503.34848860948836
197,20050,503.990234375,503.44475047431513
198,20100,512.4772338867189,504.79962298617573
199,20200,507.331298828125,505.17937436246814
200,20400,523.0126953125,507.8543725049729
201,20450,519.8895263671875,509.65964558430505
202,20600,515.9703979492189,510.6062584390421
203,20650,501.72259521484375,509.27370895541236
204,20700,491.5422668457031,506.613992638956
205,20750,508.2378540039063,506.85757184369857
206,20900,510.8726806640625,507.4598381667532
207,21050,498.60345458984375,506.13138063021677
208,21100,519.3624877929689,508.11604670462964
209,21250,509.7199401855469,508.3566307267672
210,21300,511.1025695800781,508.7685215547639
211,21500,483.4193115234375,504.96614005006495
212,21550,498.4949645996094,503.99546373249666
213,21700,511.5514526367188,505.12886206813
214,21750,509.4608154296875,505.7786550723636
215,21800,499.01849365234375,504.76463085936064
216,21850,513.894775390625,506.1341525390503
217,21900,490.0654602050781,503.7238486889545
218,21950,486.9791870117188,501.21214943736913
219,22000,497.9001770019531,500.71535357205676
220,22050,506.68359375,501.6105895987482
221,22150,490.5390625,499.949860533936
222,22200,502.4599304199219,500.3263710168339
223,22250,492.717041015625,499.1849715166526
224,22300,495.8326416015625,498.6821220293891
