,Step,Value,SValue
0,0,483.6115417480469,483.6115417480469
1,50,1348.03125,613.2744979858398
2,100,1365.815673828125,726.1556743621827
3,150,1271.173095703125,807.908287563324
4,200,1370.5137939453125,892.2991135206223
5,250,1510.8485107421875,985.0815231038571
6,300,1234.4549560546875,1022.4875380464816
7,350,1444.53662109375,1085.7949005035719
8,400,1238.2548828125,1108.663897849911
9,450,807.7134399414062,1063.5213291636353
10,500,1254.8341064453125,1092.2182457558868
11,550,1374.9906005859375,1134.6340989803944
12,600,947.0270385742188,1106.4930399194682
13,650,1108.4827880859377,1106.7915021444387
14,700,1283.7166748046875,1133.330278043476
15,750,1191.050537109375,1141.9883169033608
16,800,1222.508544921875,1154.066351106138
17,850,1407.018798828125,1192.0092182644362
18,900,1089.328857421875,1176.607164138052
19,950,1137.0098876953125,1170.667572671641
20,1000,1133.08837890625,1165.0306936068323
21,1050,961.919677734375,1134.5640412259636
22,1100,1251.9566650390625,1152.1729347979285
23,1150,877.0973510742188,1110.911597239372
24,1200,1171.9146728515625,1120.0620585812005
25,1250,1031.8372802734377,1106.828341835036
26,1300,1036.4031982421877,1096.2645702961088
27,1350,1027.4488525390623,1085.942212632552
28,1400,1430.1357421875,1137.5712420657942
29,1450,1006.5296630859376,1117.9150052188156
30,1500,1000.932373046875,1100.3676103930245
31,1550,939.704833984375,1076.2681939317272
32,1600,980.6934204101562,1061.9319779034915
33,1650,1060.2711181640623,1061.682848942577
34,1700,1028.334716796875,1056.6806291207217
35,1750,1164.8992919921875,1072.9134285514417
36,1800,1172.449951171875,1087.8439069445067
37,1850,969.011962890625,1070.0191153364244
38,1900,677.5299682617188,1011.1457432752186
39,1950,805.7510986328125,980.3365465788577
40,2000,760.9617309570312,947.4303242355837
41,2050,994.2401733398438,954.4518016012228
42,2100,773.5848388671875,927.3217571911174
43,2150,818.59423828125,911.0126293546373
44,2200,999.3917236328124,924.2694934963636
45,2250,646.2263793945312,882.5630263810888
46,2300,739.7168579101562,861.1361011104489
47,2350,975.4510498046876,878.2833434145847
48,2400,750.7412719726562,859.1520326982954
49,2450,1243.584228515625,916.8168620708948
50,2500,783.34228515625,896.795675533698
51,2550,1291.6566162109375,956.024816635284
52,2600,1342.134521484375,1013.9412723626476
53,2650,1168.4124755859375,1037.111952846141
54,2700,1317.46826171875,1079.1653991770324
55,2750,1521.96826171875,1145.5858285582901
56,2800,1591.101806640625,1212.4132252706404
57,2850,1568.562255859375,1265.8355798589507
58,2900,1537.58251953125,1306.5976208097957
59,2950,1399.2265625,1320.4919620633264
60,3000,1396.327880859375,1331.8673498827338
61,3050,1414.4273681640625,1344.2513526249331
62,3100,1430.49365234375,1357.1876975827556
63,3150,1446.8209228515625,1370.6326813730768
64,3200,1429.2547607421875,1379.4259932784435
65,3250,1463.537353515625,1392.0426973140206
66,3300,1441.356689453125,1399.4397961348861
67,3350,1447.5958251953125,1406.6632004939502
68,3400,1451.631103515625,1413.4083859472014
69,3450,1391.020263671875,1410.0501676059025
70,3500,1442.2093505859375,1414.8740450529076
71,3550,1436.2431640625,1418.0794129043463
72,3600,1326.443603515625,1404.3340414960383
73,3650,1388.513916015625,1401.9610226739762
74,3700,1453.933837890625,1409.7569449564735
75,3750,1414.342041015625,1410.4447093653462
76,3800,1398.0140380859375,1408.5801086734348
77,3850,1448.07275390625,1414.5040054583571
78,3900,1463.2578125,1421.8170765146037
79,3950,1380.52734375,1415.6236165999132
80,4000,1469.8851318359375,1423.762843885317
81,4050,1381.7733154296875,1417.4644146169726
82,4100,1381.778564453125,1412.1115370923953
83,4150,1407.6279296875,1411.4389959816608
84,4200,1446.63232421875,1416.7179952172241
85,4250,1370.1466064453125,1409.7322869014374
86,4300,1436.6324462890625,1413.767310809581
87,4350,1413.679443359375,1413.7541306920502
88,4400,1402.7171630859375,1412.0985855511333
89,4450,1469.11767578125,1420.651449085651
90,4500,1413.9605712890625,1419.6478174161628
91,4550,1469.4991455078125,1427.1255166299102
92,4600,1375.147216796875,1419.3287716549548
93,4650,1389.86767578125,1414.9096072738992
94,4700,1398.40625,1412.434103682814
95,4750,1396.489013671875,1410.0423401811731
96,4800,1431.1597900390625,1413.2099576598566
97,4850,1419.7235107421875,1414.1869906222062
98,4900,1435.3035888671875,1417.3544803589534
99,4950,1363.8184814453125,1409.3240805219073
100,5000,1432.6099853515625,1412.8169662463556
101,5050,1418.8668212890625,1413.7244445027618
102,5100,1407.346435546875,1412.7677431593788
103,5150,1369.8642578125,1406.332220357347
104,5200,1446.7164306640625,1412.3898519033544
105,5250,1441.733642578125,1416.79142050457
106,5300,1447.0137939453125,1421.3247765206813
107,5350,1414.36376953125,1420.2806254722668
108,5400,1353.4332275390625,1410.253515782286
109,5450,1457.875732421875,1417.3968482782243
